user_id,account_id,intervention_id,login_days_30d,login_days_l7,core_actions_30d,collab_actions_30d,time_spent_30d,feature_diversity_avg_30d,days_observed_30d,days_since_last_active,momentum_ratio,collab_intensity_ratio,log_login_days_30d,log_login_days_l7,log_core_actions_30d,log_time_spent_30d,log_collab_actions_30d,treatment_flag,collab_activated_flag,outcome_observed_flag,role_type_basic,role_type_power_user,plan_tier_growth,plan_tier_starter,account_size_bucket_mid,account_size_bucket_small
user_0001247,acct_00111,intv_0000520,26.0,5,1534.0,0,6226.0,1.0384615384615383,26,3,0.18518518518518517,0.0,3.295836866004329,1.791759469228055,7.336285660021297,8.736649954872451,0.0,0,0.0,1,True,False,False,True,True,False
user_0001248,acct_00111,intv_0000521,9.0,3,36.0,5,216.0,1.1111111111111112,9,2,0.3,0.5,2.302585092994046,1.3862943611198906,3.6109179126442243,5.37989735354046,1.791759469228055,1,1.0,1,True,False,False,True,True,False
user_0001254,acct_00112,intv_0000522,15.0,5,81.0,5,485.0,1.1333333333333333,15,1,0.3125,0.3125,2.772588722239781,1.791759469228055,4.406719247264253,6.186208623900494,1.791759469228055,0,0.0,1,True,False,False,False,False,False
user_0001256,acct_00112,intv_0000523,5.0,1,28.0,4,147.0,1.0,5,3,0.16666666666666666,0.6666666666666666,1.791759469228055,0.6931471805599453,3.367295829986474,4.997212273764115,1.6094379124341003,0,0.0,1,True,False,False,False,False,False
user_0001259,acct_00112,intv_0000524,9.0,3,58.0,5,324.0,1.0,9,2,0.3,0.5,2.302585092994046,1.3862943611198906,4.07753744390572,5.783825182329737,1.791759469228055,0,0.0,1,True,False,False,False,False,False
user_0001261,acct_00112,intv_0000525,12.0,4,67.0,5,368.0,1.0833333333333333,12,1,0.3076923076923077,0.38461538461538464,2.5649493574615367,1.6094379124341003,4.219507705176107,5.910796644040527,1.791759469228055,1,1.0,1,True,False,False,False,False,False
user_0001262,acct_00112,intv_0000526,10.0,3,49.0,3,299.0,1.0,10,1,0.2727272727272727,0.2727272727272727,2.3978952727983707,1.3862943611198906,3.912023005428146,5.703782474656201,1.3862943611198906,1,0.0,1,True,False,False,False,False,False
user_0001264,acct_00112,intv_0000527,11.0,2,46.0,5,293.0,1.0909090909090908,11,1,0.16666666666666666,0.4166666666666667,2.4849066497880004,1.0986122886681098,3.8501476017100584,5.683579767338681,1.791759469228055,1,0.0,1,True,False,False,False,False,False
user_0001266,acct_00112,intv_0000528,11.0,3,48.0,6,263.0,1.181818181818182,11,1,0.25,0.5,2.4849066497880004,1.3862943611198906,3.8918202981106265,5.575949103146316,1.9459101490553132,0,0.0,1,True,False,False,False,False,False
user_0001267,acct_00112,intv_0000529,28.0,6,1547.0,0,5973.0,1.0714285714285714,28,2,0.20689655172413793,0.0,3.367295829986474,1.9459101490553132,7.344719054149673,8.695171998776056,0.0,0,0.0,1,False,True,False,False,False,False
user_0001268,acct_00112,intv_0000530,11.0,3,59.0,2,340.0,1.181818181818182,11,2,0.25,0.16666666666666666,2.4849066497880004,1.3862943611198906,4.0943445622221,5.831882477283517,1.0986122886681098,1,0.0,1,True,False,False,False,False,False
user_0001271,acct_00112,intv_0000531,8.0,3,46.0,2,247.0,1.0,8,1,0.3333333333333333,0.2222222222222222,2.1972245773362196,1.3862943611198906,3.8501476017100584,5.5134287461649825,1.0986122886681098,1,1.0,1,True,False,False,False,False,False
user_0001276,acct_00112,intv_0000532,5.0,2,18.0,1,125.0,1.2,5,3,0.3333333333333333,0.16666666666666666,1.791759469228055,1.0986122886681098,2.9444389791664403,4.836281906951478,0.6931471805599453,0,0.0,1,True,False,False,False,False,False
user_0001277,acct_00113,intv_0000533,7.0,1,39.0,0,211.0,1.0,7,3,0.125,0.0,2.0794415416798357,0.6931471805599453,3.6888794541139363,5.356586274672012,0.0,0,,0,True,False,True,False,True,False
user_0001278,acct_00113,intv_0000534,11.0,4,48.0,10,314.0,1.0,11,3,0.3333333333333333,0.8333333333333334,2.4849066497880004,1.6094379124341003,3.8918202981106265,5.752572638825633,2.3978952727983707,0,1.0,1,True,False,True,False,True,False
user_0001279,acct_00113,intv_0000535,27.0,5,1628.0,0,6318.0,1.0740740740740742,27,3,0.17857142857142858,0.0,3.332204510175204,1.791759469228055,7.395721608602045,8.751316246773456,0.0,1,1.0,1,False,True,True,False,True,False
user_0001283,acct_00113,intv_0000536,28.0,6,1601.0,0,6330.0,1.0357142857142858,28,1,0.20689655172413793,0.0,3.367295829986474,1.9459101490553132,7.379008127628304,8.753213480544126,0.0,1,0.0,1,True,False,True,False,True,False
user_0001287,acct_00113,intv_0000537,14.0,3,70.0,3,411.0,1.1428571428571428,14,3,0.2,0.2,2.70805020110221,1.3862943611198906,4.2626798770413155,6.021023349349527,1.3862943611198906,0,1.0,1,True,False,True,False,True,False
user_0001288,acct_00113,intv_0000538,7.0,2,31.0,3,213.0,1.1428571428571428,7,2,0.25,0.375,2.0794415416798357,1.0986122886681098,3.4657359027997265,5.365976015021851,1.3862943611198906,0,,0,True,False,True,False,True,False
user_0001289,acct_00113,intv_0000539,29.0,7,1673.0,0,6812.0,1.0689655172413792,29,1,0.23333333333333334,0.0,3.4011973816621555,2.0794415416798357,7.422971251049421,8.826587830773668,0.0,1,0.0,1,True,False,True,False,True,False
user_0001292,acct_00113,intv_0000540,12.0,2,54.0,1,334.0,1.0,12,3,0.15384615384615385,0.07692307692307693,2.5649493574615367,1.0986122886681098,4.007333185232471,5.814130531825066,0.6931471805599453,0,0.0,1,True,False,True,False,True,False
user_0001293,acct_00113,intv_0000541,14.0,3,66.0,8,397.0,1.0714285714285714,14,2,0.2,0.5333333333333333,2.70805020110221,1.3862943611198906,4.204692619390966,5.986452005284438,2.1972245773362196,0,0.0,1,True,False,True,False,True,False
user_0001295,acct_00113,intv_0000542,7.0,2,39.0,3,241.0,1.1428571428571428,7,2,0.25,0.375,2.0794415416798357,1.0986122886681098,3.6888794541139363,5.488937726156687,1.3862943611198906,0,0.0,1,True,False,True,False,True,False
user_0001298,acct_00114,intv_0000543,13.0,2,77.0,5,446.0,1.0,13,2,0.14285714285714285,0.35714285714285715,2.6390573296152584,1.0986122886681098,4.356708826689592,6.102558594613569,1.791759469228055,1,0.0,1,True,False,True,False,True,False
user_0001299,acct_00114,intv_0000544,9.0,2,40.0,2,248.0,1.0,9,2,0.2,0.2,2.302585092994046,1.0986122886681098,3.713572066704308,5.517452896464707,1.0986122886681098,0,0.0,1,True,False,True,False,True,False
user_0001300,acct_00114,intv_0000545,9.0,3,58.0,0,312.0,1.1111111111111112,9,3,0.3,0.0,2.302585092994046,1.3862943611198906,4.07753744390572,5.746203190540153,0.0,0,0.0,1,True,False,True,False,True,False
user_0001303,acct_00114,intv_0000546,11.0,1,53.0,2,341.0,1.0909090909090908,11,1,0.08333333333333333,0.16666666666666666,2.4849066497880004,0.6931471805599453,3.9889840465642745,5.834810737062605,1.0986122886681098,0,0.0,1,True,False,True,False,True,False
user_0001304,acct_00114,intv_0000547,10.0,1,36.0,5,251.0,1.2,10,3,0.09090909090909091,0.45454545454545453,2.3978952727983707,0.6931471805599453,3.6109179126442243,5.529429087511423,1.791759469228055,0,0.0,1,True,False,True,False,True,False
user_0001305,acct_00114,intv_0000548,12.0,2,66.0,5,416.0,1.0,12,3,0.15384615384615385,0.38461538461538464,2.5649493574615367,1.0986122886681098,4.204692619390966,6.0330862217988015,1.791759469228055,0,0.0,1,True,False,True,False,True,False
user_0001307,acct_00114,intv_0000549,11.0,3,53.0,3,326.0,1.0,11,2,0.25,0.25,2.4849066497880004,1.3862943611198906,3.9889840465642745,5.7899601708972535,1.3862943611198906,0,0.0,1,True,False,True,False,True,False
user_0001309,acct_00114,intv_0000550,13.0,2,65.0,2,365.0,1.0,13,3,0.14285714285714285,0.14285714285714285,2.6390573296152584,1.0986122886681098,4.189654742026425,5.902633333401366,1.0986122886681098,0,0.0,1,True,False,True,False,True,False
user_0001313,acct_00115,intv_0000551,7.0,3,38.0,0,213.0,1.0,7,3,0.375,0.0,2.0794415416798357,1.3862943611198906,3.6635616461296463,5.365976015021851,0.0,1,1.0,1,True,False,False,False,False,False
user_0001314,acct_00115,intv_0000552,10.0,3,52.0,2,289.0,1.2,10,3,0.2727272727272727,0.18181818181818182,2.3978952727983707,1.3862943611198906,3.970291913552122,5.66988092298052,1.0986122886681098,1,1.0,1,True,False,False,False,False,False
user_0001323,acct_00116,intv_0000553,27.0,4,1609.0,0,6729.0,1.037037037037037,27,3,0.14285714285714285,0.0,3.332204510175204,1.6094379124341003,7.383989457978509,8.814330422638774,0.0,1,0.0,1,True,False,True,False,True,False
user_0001324,acct_00117,intv_0000554,13.0,3,57.0,3,351.0,1.1538461538461535,13,3,0.21428571428571427,0.21428571428571427,2.6390573296152584,1.3862943611198906,4.060443010546419,5.863631175598097,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0001325,acct_00117,intv_0000555,10.0,5,40.0,1,248.0,1.1,10,1,0.45454545454545453,0.09090909090909091,2.3978952727983707,1.791759469228055,3.713572066704308,5.517452896464707,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001327,acct_00117,intv_0000556,12.0,3,65.0,1,377.0,1.0833333333333333,12,1,0.23076923076923078,0.07692307692307693,2.5649493574615367,1.3862943611198906,4.189654742026425,5.934894195619588,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001328,acct_00117,intv_0000557,7.0,1,34.0,0,203.0,1.1428571428571428,7,3,0.125,0.0,2.0794415416798357,0.6931471805599453,3.5553480614894135,5.318119993844216,0.0,0,0.0,1,True,False,False,True,True,False
user_0001329,acct_00117,intv_0000558,9.0,1,39.0,4,236.0,1.1111111111111112,9,1,0.1,0.4,2.302585092994046,0.6931471805599453,3.6888794541139363,5.4680601411351315,1.6094379124341003,1,0.0,1,True,False,False,True,True,False
user_0001330,acct_00117,intv_0000559,6.0,1,28.0,0,178.0,1.0,6,3,0.14285714285714285,0.0,1.9459101490553132,0.6931471805599453,3.367295829986474,5.187385805840755,0.0,0,0.0,1,True,False,False,True,True,False
user_0001331,acct_00117,intv_0000560,25.0,5,1605.0,0,6480.0,1.08,25,3,0.19230769230769232,0.0,3.258096538021482,1.791759469228055,7.381501894506707,8.776630098427717,0.0,0,0.0,1,True,False,False,True,True,False
user_0001332,acct_00117,intv_0000561,11.0,6,58.0,2,325.0,1.181818181818182,11,1,0.5,0.16666666666666666,2.4849066497880004,1.9459101490553132,4.07753744390572,5.786897381366708,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0001334,acct_00118,intv_0000562,9.0,3,52.0,4,330.0,1.1111111111111112,9,2,0.3,0.4,2.302585092994046,1.3862943611198906,3.970291913552122,5.802118375377063,1.6094379124341003,0,0.0,1,True,False,False,False,False,False
user_0001337,acct_00118,intv_0000563,29.0,6,1728.0,0,7039.0,1.103448275862069,29,2,0.2,0.0,3.4011973816621555,1.9459101490553132,7.455298485683291,8.859363449152088,0.0,1,1.0,1,False,True,False,False,False,False
user_0001338,acct_00118,intv_0000564,27.0,5,1632.0,0,6557.0,1.148148148148148,27,3,0.17857142857142858,0.0,3.332204510175204,1.791759469228055,7.398174092970465,8.788440957404594,0.0,0,0.0,1,True,False,False,False,False,False
user_0001339,acct_00118,intv_0000565,11.0,4,49.0,1,293.0,1.0909090909090908,11,1,0.3333333333333333,0.08333333333333333,2.4849066497880004,1.6094379124341003,3.912023005428146,5.683579767338681,0.6931471805599453,0,1.0,1,True,False,False,False,False,False
user_0001340,acct_00118,intv_0000566,28.0,6,1720.0,0,7054.0,1.1428571428571428,28,2,0.20689655172413793,0.0,3.367295829986474,1.9459101490553132,7.450660796211539,8.861491864286915,0.0,1,1.0,1,False,False,False,False,False,False
user_0001343,acct_00119,intv_0000567,9.0,3,40.0,1,232.0,1.1111111111111112,9,3,0.3,0.1,2.302585092994046,1.3862943611198906,3.713572066704308,5.4510384535657,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001344,acct_00120,intv_0000568,5.0,1,25.0,1,153.0,1.0,5,3,0.16666666666666666,0.16666666666666666,1.791759469228055,0.6931471805599453,3.258096538021482,5.0369526024136295,0.6931471805599453,0,0.0,1,True,False,True,False,True,False
user_0001346,acct_00120,intv_0000569,6.0,2,34.0,5,220.0,1.0,6,3,0.2857142857142857,0.7142857142857143,1.9459101490553132,1.0986122886681098,3.5553480614894135,5.3981627015177525,1.791759469228055,0,0.0,1,True,False,True,False,True,False
user_0001347,acct_00120,intv_0000570,9.0,3,41.0,6,258.0,1.0,9,2,0.3,0.6,2.302585092994046,1.3862943611198906,3.7376696182833684,5.556828061699537,1.9459101490553132,0,0.0,1,True,False,True,False,True,False
user_0001349,acct_00120,intv_0000571,11.0,4,54.0,1,309.0,1.0,11,1,0.3333333333333333,0.08333333333333333,2.4849066497880004,1.6094379124341003,4.007333185232471,5.736572297479192,0.6931471805599453,0,0.0,1,True,False,True,False,True,False
user_0001351,acct_00121,intv_0000572,14.0,4,60.0,6,352.0,1.1428571428571428,14,1,0.26666666666666666,0.4,2.70805020110221,1.6094379124341003,4.110873864173311,5.8664680569332965,1.9459101490553132,1,0.0,1,True,False,False,False,False,False
user_0001352,acct_00121,intv_0000573,10.0,4,41.0,5,248.0,1.2,10,3,0.36363636363636365,0.45454545454545453,2.3978952727983707,1.6094379124341003,3.7376696182833684,5.517452896464707,1.791759469228055,1,0.0,1,True,False,False,False,False,False
user_0001354,acct_00121,intv_0000574,9.0,3,44.0,5,259.0,1.2222222222222223,9,3,0.3,0.5,2.302585092994046,1.3862943611198906,3.8066624897703196,5.560681631015528,1.791759469228055,0,0.0,1,True,False,False,False,False,False
user_0001358,acct_00121,intv_0000575,10.0,4,40.0,2,261.0,1.2,10,1,0.36363636363636365,0.18181818181818182,2.3978952727983707,1.6094379124341003,3.713572066704308,5.568344503761097,1.0986122886681098,1,1.0,1,True,False,False,False,False,False
user_0001366,acct_00121,intv_0000576,14.0,2,72.0,2,444.0,1.1428571428571428,14,3,0.13333333333333333,0.13333333333333333,2.70805020110221,1.0986122886681098,4.290459441148391,6.09807428216624,1.0986122886681098,0,1.0,1,True,False,False,False,False,False
user_0001367,acct_00122,intv_0000577,27.0,5,1607.0,0,6643.0,1.0,27,3,0.17857142857142858,0.0,3.332204510175204,1.791759469228055,7.382746449738912,8.801469470733185,0.0,0,1.0,1,True,False,False,True,False,True
user_0001368,acct_00122,intv_0000578,8.0,1,38.0,3,216.0,1.125,8,1,0.1111111111111111,0.3333333333333333,2.1972245773362196,0.6931471805599453,3.6635616461296463,5.37989735354046,1.3862943611198906,0,0.0,1,True,False,False,True,False,True
user_0001369,acct_00122,intv_0000579,6.0,2,31.0,0,184.0,1.1666666666666667,6,1,0.2857142857142857,0.0,1.9459101490553132,1.0986122886681098,3.4657359027997265,5.220355825078324,0.0,0,0.0,1,True,False,False,True,False,True
user_0001370,acct_00122,intv_0000580,9.0,4,47.0,5,268.0,1.1111111111111112,9,2,0.4,0.5,2.302585092994046,1.6094379124341003,3.871201010907891,5.594711379601839,1.791759469228055,0,0.0,1,True,False,False,True,False,True
user_0001371,acct_00122,intv_0000581,13.0,3,59.0,5,372.0,1.0769230769230769,13,2,0.21428571428571427,0.35714285714285715,2.6390573296152584,1.3862943611198906,4.0943445622221,5.921578419643816,1.791759469228055,0,0.0,1,True,False,False,True,False,True
user_0001381,acct_00122,intv_0000582,9.0,1,27.0,1,172.0,1.1111111111111112,9,3,0.1,0.1,2.302585092994046,0.6931471805599453,3.332204510175204,5.153291594497779,0.6931471805599453,0,0.0,1,True,False,False,True,False,True
user_0001383,acct_00122,intv_0000583,7.0,3,32.0,0,185.0,1.1428571428571428,7,3,0.375,0.0,2.0794415416798357,1.3862943611198906,3.4965075614664802,5.225746673713202,0.0,1,0.0,1,True,False,False,True,False,True
user_0001385,acct_00122,intv_0000584,8.0,3,48.0,1,246.0,1.125,8,2,0.3333333333333333,0.1111111111111111,2.1972245773362196,1.3862943611198906,3.8918202981106265,5.5093883366279774,0.6931471805599453,0,0.0,1,True,False,False,True,False,True
user_0001389,acct_00122,intv_0000585,30.0,7,1781.0,0,7126.0,1.0666666666666669,30,1,0.22580645161290322,0.0,3.4339872044851463,2.0794415416798357,7.485491608030754,8.871645667501872,0.0,1,0.0,1,True,False,False,True,False,True
user_0001393,acct_00122,intv_0000586,6.0,2,30.0,2,174.0,1.0,6,3,0.2857142857142857,0.2857142857142857,1.9459101490553132,1.0986122886681098,3.4339872044851463,5.1647859739235145,1.0986122886681098,0,,0,True,False,False,True,False,True
user_0001397,acct_00122,intv_0000587,28.0,5,1717.0,0,6992.0,1.1071428571428572,28,3,0.1724137931034483,0.0,3.367295829986474,1.791759469228055,7.4489161025442,8.852664927703866,0.0,1,0.0,1,True,False,False,True,False,True
user_0001398,acct_00122,intv_0000588,9.0,3,50.0,2,293.0,1.0,9,2,0.3,0.2,2.302585092994046,1.3862943611198906,3.9318256327243257,5.683579767338681,1.0986122886681098,0,0.0,1,True,False,False,True,False,True
user_0001399,acct_00122,intv_0000589,7.0,2,37.0,3,240.0,1.1428571428571428,7,2,0.25,0.375,2.0794415416798357,1.0986122886681098,3.6375861597263857,5.484796933490655,1.3862943611198906,1,0.0,1,True,False,False,True,False,True
user_0001400,acct_00122,intv_0000590,9.0,2,47.0,2,282.0,1.0,9,2,0.2,0.2,2.302585092994046,1.0986122886681098,3.871201010907891,5.645446897643238,1.0986122886681098,0,0.0,1,True,False,False,True,False,True
user_0001405,acct_00122,intv_0000591,12.0,2,73.0,0,403.0,1.0833333333333333,12,1,0.15384615384615385,0.0,2.5649493574615367,1.0986122886681098,4.30406509320417,6.0014148779611505,0.0,0,0.0,1,True,False,False,True,False,True
user_0001406,acct_00122,intv_0000592,11.0,1,40.0,1,262.0,1.0909090909090908,11,3,0.08333333333333333,0.08333333333333333,2.4849066497880004,0.6931471805599453,3.713572066704308,5.572154032177765,0.6931471805599453,1,0.0,1,True,False,False,True,False,True
user_0001407,acct_00123,intv_0000593,26.0,5,1625.0,0,6597.0,1.0384615384615383,26,2,0.18518518518518517,0.0,3.295836866004329,1.791759469228055,7.3938782901077555,8.794521851788527,0.0,1,0.0,1,False,True,False,True,True,False
user_0001408,acct_00123,intv_0000594,9.0,2,48.0,1,271.0,1.1111111111111112,9,2,0.2,0.1,2.302585092994046,1.0986122886681098,3.8918202981106265,5.605802066295998,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001410,acct_00123,intv_0000595,9.0,3,50.0,0,292.0,1.1111111111111112,9,2,0.3,0.0,2.302585092994046,1.3862943611198906,3.9318256327243257,5.680172609017068,0.0,1,1.0,1,True,False,False,True,True,False
user_0001412,acct_00123,intv_0000596,12.0,2,65.0,3,393.0,1.1666666666666667,12,2,0.15384615384615385,0.23076923076923078,2.5649493574615367,1.0986122886681098,4.189654742026425,5.976350909297934,1.3862943611198906,1,0.0,1,True,False,False,True,True,False
user_0001413,acct_00123,intv_0000597,28.0,6,1599.0,0,6411.0,1.0714285714285714,28,2,0.20689655172413793,0.0,3.367295829986474,1.9459101490553132,7.3777589082278725,8.765926513729443,0.0,1,0.0,1,False,True,False,True,True,False
user_0001420,acct_00124,intv_0000598,8.0,3,39.0,3,255.0,1.125,8,1,0.3333333333333333,0.3333333333333333,2.1972245773362196,1.3862943611198906,3.6888794541139363,5.545177444479562,1.3862943611198906,0,0.0,1,True,False,False,True,False,True
user_0001425,acct_00125,intv_0000599,9.0,4,60.0,2,367.0,1.0,9,1,0.4,0.2,2.302585092994046,1.6094379124341003,4.110873864173311,5.908082938168931,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0001426,acct_00125,intv_0000600,6.0,1,35.0,1,186.0,1.0,6,3,0.14285714285714285,0.14285714285714285,1.9459101490553132,0.6931471805599453,3.58351893845611,5.231108616854587,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001427,acct_00125,intv_0000601,27.0,6,1658.0,0,6392.0,1.1111111111111112,27,2,0.21428571428571427,0.0,3.332204510175204,1.9459101490553132,7.413970290190444,8.762958920766726,0.0,0,0.0,1,True,False,False,True,True,False
user_0001428,acct_00125,intv_0000602,28.0,5,1590.0,0,5745.0,1.0714285714285714,28,3,0.1724137931034483,0.0,3.367295829986474,1.791759469228055,7.372118028337787,8.656259239539235,0.0,1,1.0,1,True,False,False,True,True,False
user_0001431,acct_00125,intv_0000603,8.0,3,40.0,3,207.0,1.0,8,1,0.3333333333333333,0.3333333333333333,2.1972245773362196,1.3862943611198906,3.713572066704308,5.337538079701318,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0001433,acct_00125,intv_0000604,9.0,2,36.0,5,189.0,1.1111111111111112,9,3,0.2,0.5,2.302585092994046,1.0986122886681098,3.6109179126442243,5.247024072160486,1.791759469228055,0,0.0,1,True,False,False,True,True,False
user_0001434,acct_00125,intv_0000605,28.0,5,1663.0,0,7111.0,1.1071428571428572,28,2,0.1724137931034483,0.0,3.367295829986474,1.791759469228055,7.416979621381154,8.86953877719374,0.0,0,0.0,1,True,False,False,True,True,False
user_0001435,acct_00125,intv_0000606,10.0,2,52.0,4,280.0,1.1,10,1,0.18181818181818182,0.36363636363636365,2.3978952727983707,1.0986122886681098,3.970291913552122,5.638354669333745,1.6094379124341003,0,0.0,1,True,False,False,True,True,False
user_0001436,acct_00126,intv_0000607,9.0,2,42.0,3,267.0,1.1111111111111112,9,1,0.2,0.3,2.302585092994046,1.0986122886681098,3.7612001156935624,5.5909869805108565,1.3862943611198906,0,0.0,1,True,False,True,False,True,False
user_0001437,acct_00126,intv_0000608,7.0,3,40.0,0,249.0,1.0,7,2,0.375,0.0,2.0794415416798357,1.3862943611198906,3.713572066704308,5.521460917862246,0.0,1,0.0,1,True,False,True,False,True,False
user_0001438,acct_00126,intv_0000609,9.0,3,41.0,3,282.0,1.1111111111111112,9,1,0.3,0.3,2.302585092994046,1.3862943611198906,3.7376696182833684,5.645446897643238,1.3862943611198906,0,0.0,1,True,False,True,False,True,False
user_0001442,acct_00126,intv_0000610,29.0,6,1638.0,0,6250.0,1.137931034482759,29,2,0.2,0.0,3.4011973816621555,1.9459101490553132,7.40184157874383,8.740496729931813,0.0,0,0.0,1,False,True,True,False,True,False
user_0001445,acct_00127,intv_0000611,28.0,7,1669.0,0,6909.0,1.1071428571428572,28,1,0.2413793103448276,0.0,3.367295829986474,2.0794415416798357,7.4205789054108005,8.840724916761715,0.0,1,0.0,1,True,False,False,False,False,False
user_0001446,acct_00128,intv_0000612,8.0,2,49.0,3,263.0,1.0,8,3,0.2222222222222222,0.3333333333333333,2.1972245773362196,1.0986122886681098,3.912023005428146,5.575949103146316,1.3862943611198906,0,1.0,1,True,False,False,True,True,False
user_0001449,acct_00128,intv_0000613,29.0,6,1790.0,0,7208.0,1.0689655172413792,29,2,0.2,0.0,3.4011973816621555,1.9459101490553132,7.490529402060711,8.883085524404578,0.0,1,0.0,1,False,False,False,True,True,False
user_0001451,acct_00128,intv_0000614,29.0,7,1684.0,0,6714.0,1.0689655172413792,29,1,0.23333333333333334,0.0,3.4011973816621555,2.0794415416798357,7.429520842786462,8.812099108957337,0.0,0,1.0,1,False,True,False,True,True,False
user_0001453,acct_00129,intv_0000615,14.0,1,69.0,5,433.0,1.2142857142857142,14,3,0.06666666666666667,0.3333333333333333,2.70805020110221,0.6931471805599453,4.248495242049359,6.073044534100405,1.791759469228055,1,0.0,1,True,False,False,True,True,False
user_0001454,acct_00129,intv_0000616,30.0,7,1720.0,0,7041.0,1.1,30,1,0.22580645161290322,0.0,3.4339872044851463,2.0794415416798357,7.450660796211539,8.859647499714997,0.0,1,0.0,1,True,False,False,True,True,False
user_0001455,acct_00129,intv_0000617,10.0,1,54.0,5,299.0,1.0,10,3,0.09090909090909091,0.45454545454545453,2.3978952727983707,0.6931471805599453,4.007333185232471,5.703782474656201,1.791759469228055,0,0.0,1,True,False,False,True,True,False
user_0001456,acct_00129,intv_0000618,7.0,2,41.0,0,226.0,1.1428571428571428,7,3,0.25,0.0,2.0794415416798357,1.0986122886681098,3.7376696182833684,5.424950017481403,0.0,0,0.0,1,True,False,False,True,True,False
user_0001457,acct_00129,intv_0000619,28.0,5,1612.0,0,6538.0,1.1428571428571428,28,3,0.1724137931034483,0.0,3.367295829986474,1.791759469228055,7.385851078125209,8.785539527561276,0.0,0,1.0,1,False,True,False,True,True,False
user_0001458,acct_00129,intv_0000620,29.0,6,1649.0,0,6497.0,1.0344827586206895,29,2,0.2,0.0,3.4011973816621555,1.9459101490553132,7.408530566894626,8.779249716229046,0.0,1,0.0,1,False,False,False,True,True,False
user_0001464,acct_00129,intv_0000621,12.0,2,53.0,2,330.0,1.0833333333333333,12,1,0.15384615384615385,0.15384615384615385,2.5649493574615367,1.0986122886681098,3.9889840465642745,5.802118375377063,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0001465,acct_00129,intv_0000622,7.0,1,30.0,1,185.0,1.0,7,1,0.125,0.125,2.0794415416798357,0.6931471805599453,3.4339872044851463,5.225746673713202,0.6931471805599453,1,1.0,1,True,False,False,True,True,False
user_0001468,acct_00129,intv_0000623,6.0,1,31.0,1,171.0,1.1666666666666667,6,3,0.14285714285714285,0.14285714285714285,1.9459101490553132,0.6931471805599453,3.4657359027997265,5.147494476813453,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0001470,acct_00129,intv_0000624,7.0,2,34.0,2,198.0,1.0,7,3,0.25,0.25,2.0794415416798357,1.0986122886681098,3.5553480614894135,5.293304824724492,1.0986122886681098,0,,0,True,False,False,True,True,False
user_0001471,acct_00129,intv_0000625,27.0,7,1605.0,0,6563.0,1.0740740740740742,27,1,0.25,0.0,3.332204510175204,2.0794415416798357,7.381501894506707,8.789355452209982,0.0,0,0.0,1,False,True,False,True,True,False
user_0001472,acct_00129,intv_0000626,12.0,4,64.0,4,375.0,1.0833333333333333,12,2,0.3076923076923077,0.3076923076923077,2.5649493574615367,1.6094379124341003,4.174387269895637,5.929589143389895,1.6094379124341003,0,0.0,1,True,False,False,True,True,False
user_0001473,acct_00129,intv_0000627,7.0,1,27.0,4,166.0,1.1428571428571428,7,3,0.125,0.5,2.0794415416798357,0.6931471805599453,3.332204510175204,5.117993812416755,1.6094379124341003,0,0.0,1,True,False,False,True,True,False
user_0001476,acct_00129,intv_0000628,29.0,6,1705.0,0,6917.0,1.0,29,2,0.2,0.0,3.4011973816621555,1.9459101490553132,7.441906728051625,8.841881989497114,0.0,0,0.0,1,True,False,False,True,True,False
user_0001477,acct_00129,intv_0000629,7.0,3,36.0,0,184.0,1.0,7,1,0.375,0.0,2.0794415416798357,1.3862943611198906,3.6109179126442243,5.220355825078324,0.0,0,0.0,1,True,False,False,True,True,False
user_0001478,acct_00129,intv_0000630,11.0,3,43.0,3,263.0,1.0909090909090908,11,2,0.25,0.25,2.4849066497880004,1.3862943611198906,3.784189633918261,5.575949103146316,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0001481,acct_00130,intv_0000631,8.0,3,38.0,4,200.0,1.125,8,1,0.3333333333333333,0.4444444444444444,2.1972245773362196,1.3862943611198906,3.6635616461296463,5.303304908059076,1.6094379124341003,0,0.0,1,True,False,False,True,False,True
user_0001482,acct_00131,intv_0000632,10.0,3,53.0,2,304.0,1.1,10,1,0.2727272727272727,0.18181818181818182,2.3978952727983707,1.3862943611198906,3.9889840465642745,5.720311776607412,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0001483,acct_00131,intv_0000633,12.0,4,49.0,1,263.0,1.0,12,1,0.3076923076923077,0.07692307692307693,2.5649493574615367,1.6094379124341003,3.912023005428146,5.575949103146316,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
