intervention_id,user_id,account_id,intervention_date,eligibility_flag,treatment_flag,delivery_channel
intv_0003741,user_0008435,acct_00708,2023-10-31,1,0,email
intv_0003742,user_0008436,acct_00708,2023-11-03,1,0,in_app
intv_0003743,user_0008440,acct_00708,2023-10-16,1,1,email
intv_0003744,user_0008441,acct_00708,2023-10-25,1,0,in_app
intv_0003745,user_0008442,acct_00708,2023-10-19,1,0,in_app
intv_0003746,user_0008443,acct_00708,2023-10-29,1,1,email
intv_0003747,user_0008446,acct_00708,2023-11-02,1,0,in_app
intv_0003748,user_0008450,acct_00709,2023-10-05,1,1,both
intv_0003749,user_0008452,acct_00709,2023-10-25,1,1,in_app
intv_0003750,user_0008453,acct_00710,2024-03-06,1,1,email
intv_0003751,user_0008454,acct_00710,2024-02-20,1,0,in_app
intv_0003752,user_0008455,acct_00710,2024-03-12,1,1,both
intv_0003753,user_0008456,acct_00710,2024-02-22,1,0,in_app
intv_0003754,user_0008458,acct_00711,2024-05-22,1,1,in_app
intv_0003755,user_0008460,acct_00711,2024-05-25,1,1,email
intv_0003756,user_0008461,acct_00711,2024-06-04,1,1,both
intv_0003757,user_0008465,acct_00711,2024-05-29,1,0,both
intv_0003758,user_0008469,acct_00712,2024-04-30,1,1,in_app
intv_0003759,user_0008471,acct_00712,2024-04-26,1,1,email
intv_0003760,user_0008472,acct_00712,2024-05-05,1,0,email
intv_0003761,user_0008473,acct_00712,2024-05-20,1,0,email
intv_0003762,user_0008475,acct_00712,2024-05-10,1,1,in_app
intv_0003763,user_0008477,acct_00712,2024-05-14,1,0,in_app
intv_0003764,user_0008478,acct_00712,2024-05-12,1,1,both
intv_0003765,user_0008480,acct_00712,2024-05-02,1,0,both
intv_0003766,user_0008481,acct_00712,2024-05-05,1,0,email
intv_0003767,user_0008482,acct_00712,2024-05-12,1,1,email
intv_0003768,user_0008483,acct_00712,2024-05-03,1,1,email
intv_0003769,user_0008484,acct_00712,2024-05-03,1,1,in_app
intv_0003770,user_0008486,acct_00712,2024-05-01,1,0,email
intv_0003771,user_0008488,acct_00712,2024-05-22,1,1,email
intv_0003772,user_0008490,acct_00712,2024-05-23,1,1,in_app
intv_0003773,user_0008491,acct_00712,2024-05-23,1,0,both
intv_0003774,user_0008494,acct_00713,2024-02-18,1,0,both
intv_0003775,user_0008496,acct_00713,2024-02-04,1,1,both
intv_0003776,user_0008497,acct_00713,2024-02-13,1,1,in_app
intv_0003777,user_0008498,acct_00713,2024-02-19,1,1,email
intv_0003778,user_0008499,acct_00713,2024-02-03,1,1,both
intv_0003779,user_0008500,acct_00713,2024-02-26,1,0,in_app
intv_0003780,user_0008501,acct_00713,2024-02-26,1,1,email
intv_0003781,user_0008503,acct_00713,2024-02-11,1,0,both
intv_0003782,user_0008504,acct_00713,2024-02-22,1,0,email
intv_0003783,user_0008505,acct_00713,2024-02-09,1,0,both
intv_0003784,user_0008506,acct_00713,2024-01-30,1,0,email
intv_0003785,user_0008510,acct_00714,2023-12-01,1,0,in_app
intv_0003786,user_0008511,acct_00714,2023-11-22,1,0,in_app
intv_0003787,user_0008515,acct_00715,2024-04-05,1,0,email
intv_0003788,user_0008517,acct_00715,2024-03-12,1,0,in_app
intv_0003789,user_0008518,acct_00716,2023-04-15,1,0,email
intv_0003790,user_0008519,acct_00716,2023-04-23,1,1,in_app
intv_0003791,user_0008520,acct_00716,2023-04-11,1,0,both
intv_0003792,user_0008527,acct_00716,2023-04-02,1,1,in_app
intv_0003793,user_0008533,acct_00716,2023-04-05,1,1,email
intv_0003794,user_0008535,acct_00717,2023-12-16,1,1,email
intv_0003795,user_0008536,acct_00717,2023-12-21,1,0,both
intv_0003796,user_0008537,acct_00717,2023-11-30,1,0,in_app
intv_0003797,user_0008539,acct_00717,2023-12-12,1,0,both
intv_0003798,user_0008542,acct_00717,2023-12-18,1,1,in_app
intv_0003799,user_0008544,acct_00717,2023-12-22,1,1,in_app
intv_0003800,user_0008546,acct_00717,2023-12-26,1,0,email
intv_0003801,user_0008548,acct_00717,2023-12-21,1,0,email
intv_0003802,user_0008551,acct_00717,2023-12-08,1,0,email
intv_0003803,user_0008555,acct_00717,2023-12-12,1,1,email
intv_0003804,user_0008560,acct_00717,2023-12-23,1,0,in_app
intv_0003805,user_0008563,acct_00717,2023-12-09,1,1,in_app
intv_0003806,user_0008564,acct_00717,2023-12-17,1,0,in_app
intv_0003807,user_0008568,acct_00717,2023-12-13,1,0,both
intv_0003808,user_0008569,acct_00717,2023-12-04,1,1,email
intv_0003809,user_0008570,acct_00717,2023-12-19,1,0,in_app
intv_0003810,user_0008573,acct_00717,2023-12-29,1,0,in_app
intv_0003811,user_0008581,acct_00717,2023-12-29,1,0,in_app
intv_0003812,user_0008584,acct_00717,2023-12-20,1,0,both
intv_0003813,user_0008585,acct_00717,2023-12-21,1,1,in_app
intv_0003814,user_0008589,acct_00717,2023-12-25,1,1,email
intv_0003815,user_0008591,acct_00718,2023-06-02,1,0,in_app
intv_0003816,user_0008599,acct_00720,2023-04-11,1,0,email
intv_0003817,user_0008601,acct_00720,2023-03-25,1,0,in_app
intv_0003818,user_0008602,acct_00720,2023-03-16,1,0,in_app
intv_0003819,user_0008605,acct_00720,2023-03-29,1,1,email
intv_0003820,user_0008607,acct_00720,2023-03-29,1,1,email
intv_0003821,user_0008610,acct_00720,2023-04-08,1,0,email
intv_0003822,user_0008611,acct_00720,2023-04-04,1,1,in_app
intv_0003823,user_0008612,acct_00720,2023-04-02,1,0,email
intv_0003824,user_0008613,acct_00721,2023-08-06,1,0,in_app
intv_0003825,user_0008614,acct_00721,2023-08-17,1,0,email
intv_0003826,user_0008616,acct_00721,2023-08-17,1,0,in_app
intv_0003827,user_0008619,acct_00721,2023-08-23,1,1,in_app
intv_0003828,user_0008621,acct_00721,2023-08-02,1,1,in_app
intv_0003829,user_0008624,acct_00721,2023-08-08,1,0,in_app
intv_0003830,user_0008626,acct_00721,2023-08-01,1,0,in_app
intv_0003831,user_0008627,acct_00721,2023-07-30,1,0,email
intv_0003832,user_0008628,acct_00721,2023-07-31,1,0,in_app
intv_0003833,user_0008629,acct_00721,2023-07-24,1,1,in_app
intv_0003834,user_0008630,acct_00721,2023-08-19,1,1,in_app
intv_0003835,user_0008631,acct_00721,2023-08-02,1,1,in_app
intv_0003836,user_0008633,acct_00721,2023-08-03,1,0,in_app
intv_0003837,user_0008634,acct_00721,2023-08-05,1,0,in_app
intv_0003838,user_0008636,acct_00721,2023-08-02,1,0,in_app
intv_0003839,user_0008637,acct_00721,2023-08-05,1,1,both
intv_0003840,user_0008640,acct_00721,2023-08-12,1,1,email
intv_0003841,user_0008641,acct_00721,2023-08-11,1,0,email
intv_0003842,user_0008644,acct_00721,2023-07-28,1,0,email
intv_0003843,user_0008647,acct_00722,2023-10-02,1,1,both
intv_0003844,user_0008648,acct_00722,2023-10-18,1,0,in_app
intv_0003845,user_0008651,acct_00722,2023-10-14,1,1,in_app
intv_0003846,user_0008653,acct_00722,2023-10-17,1,0,both
intv_0003847,user_0008657,acct_00722,2023-10-14,1,0,email
intv_0003848,user_0008661,acct_00722,2023-10-06,1,0,email
intv_0003849,user_0008663,acct_00722,2023-10-09,1,0,email
intv_0003850,user_0008664,acct_00722,2023-10-10,1,0,email
intv_0003851,user_0008668,acct_00722,2023-10-13,1,0,email
intv_0003852,user_0008670,acct_00722,2023-10-19,1,0,email
intv_0003853,user_0008672,acct_00723,2024-03-27,1,0,in_app
intv_0003854,user_0008674,acct_00723,2024-04-06,1,1,email
intv_0003855,user_0008678,acct_00723,2024-03-24,1,0,both
intv_0003856,user_0008680,acct_00723,2024-03-29,1,1,email
intv_0003857,user_0008684,acct_00723,2024-04-05,1,0,in_app
intv_0003858,user_0008686,acct_00724,2023-03-13,1,1,email
intv_0003859,user_0008689,acct_00725,2023-06-11,1,0,in_app
intv_0003860,user_0008696,acct_00725,2023-06-18,1,0,both
intv_0003861,user_0008698,acct_00725,2023-06-01,1,1,email
intv_0003862,user_0008700,acct_00725,2023-06-11,1,1,in_app
intv_0003863,user_0008702,acct_00725,2023-06-24,1,0,email
intv_0003864,user_0008703,acct_00725,2023-06-19,1,0,email
intv_0003865,user_0008704,acct_00725,2023-06-28,1,0,in_app
intv_0003866,user_0008705,acct_00725,2023-06-07,1,1,in_app
intv_0003867,user_0008706,acct_00725,2023-06-15,1,0,in_app
intv_0003868,user_0008707,acct_00725,2023-06-23,1,1,both
intv_0003869,user_0008708,acct_00725,2023-06-01,1,1,in_app
intv_0003870,user_0008709,acct_00725,2023-06-24,1,0,email
intv_0003871,user_0008711,acct_00726,2024-01-30,1,0,in_app
intv_0003872,user_0008714,acct_00727,2024-01-16,1,1,in_app
intv_0003873,user_0008715,acct_00727,2024-01-20,1,0,in_app
intv_0003874,user_0008721,acct_00727,2024-01-18,1,1,in_app
intv_0003875,user_0008722,acct_00727,2024-01-11,1,1,both
intv_0003876,user_0008725,acct_00727,2024-01-03,1,0,both
intv_0003877,user_0008727,acct_00727,2024-01-19,1,0,in_app
intv_0003878,user_0008728,acct_00727,2024-01-16,1,1,in_app
intv_0003879,user_0008734,acct_00727,2024-01-05,1,1,both
intv_0003880,user_0008735,acct_00727,2024-01-04,1,1,in_app
intv_0003881,user_0008736,acct_00727,2024-01-22,1,0,in_app
intv_0003882,user_0008738,acct_00727,2024-02-01,1,0,in_app
intv_0003883,user_0008740,acct_00727,2024-01-07,1,1,email
intv_0003884,user_0008741,acct_00727,2024-01-09,1,0,in_app
intv_0003885,user_0008744,acct_00727,2024-01-05,1,1,email
intv_0003886,user_0008746,acct_00727,2024-01-22,1,0,email
intv_0003887,user_0008749,acct_00728,2023-04-19,1,1,in_app
intv_0003888,user_0008752,acct_00728,2023-04-24,1,0,in_app
intv_0003889,user_0008758,acct_00729,2023-08-18,1,1,both
intv_0003890,user_0008760,acct_00729,2023-08-03,1,0,both
intv_0003891,user_0008762,acct_00729,2023-08-09,1,0,email
intv_0003892,user_0008767,acct_00729,2023-09-06,1,0,in_app
intv_0003893,user_0008769,acct_00730,2024-01-16,1,0,in_app
intv_0003894,user_0008770,acct_00730,2024-01-15,1,0,email
intv_0003895,user_0008772,acct_00730,2024-01-04,1,1,in_app
intv_0003896,user_0008773,acct_00730,2024-01-03,1,0,both
intv_0003897,user_0008774,acct_00730,2023-12-31,1,0,in_app
intv_0003898,user_0008775,acct_00730,2024-01-01,1,0,email
intv_0003899,user_0008778,acct_00731,2023-07-03,1,1,in_app
intv_0003900,user_0008779,acct_00731,2023-07-04,1,0,email
intv_0003901,user_0008780,acct_00731,2023-07-09,1,0,email
intv_0003902,user_0008781,acct_00731,2023-07-14,1,1,in_app
intv_0003903,user_0008782,acct_00732,2023-11-14,1,1,in_app
intv_0003904,user_0008783,acct_00732,2023-11-12,1,0,email
intv_0003905,user_0008785,acct_00732,2023-11-29,1,1,both
intv_0003906,user_0008787,acct_00733,2023-09-28,1,0,email
intv_0003907,user_0008788,acct_00733,2023-09-10,1,0,in_app
intv_0003908,user_0008789,acct_00733,2023-09-15,1,1,both
intv_0003909,user_0008792,acct_00733,2023-09-11,1,0,in_app
intv_0003910,user_0008796,acct_00733,2023-09-26,1,0,in_app
intv_0003911,user_0008797,acct_00734,2024-03-26,1,0,in_app
intv_0003912,user_0008800,acct_00734,2024-03-22,1,1,in_app
intv_0003913,user_0008801,acct_00734,2024-03-10,1,0,in_app
intv_0003914,user_0008803,acct_00735,2024-01-28,1,0,email
intv_0003915,user_0008804,acct_00735,2024-02-01,1,1,in_app
intv_0003916,user_0008805,acct_00735,2024-01-28,1,1,in_app
intv_0003917,user_0008806,acct_00735,2024-01-11,1,0,in_app
intv_0003918,user_0008808,acct_00735,2024-01-11,1,1,email
intv_0003919,user_0008809,acct_00735,2024-01-23,1,0,in_app
intv_0003920,user_0008810,acct_00735,2024-01-27,1,0,in_app
intv_0003921,user_0008811,acct_00735,2024-01-09,1,0,in_app
intv_0003922,user_0008812,acct_00735,2024-02-01,1,0,in_app
intv_0003923,user_0008814,acct_00736,2023-02-24,1,0,in_app
intv_0003924,user_0008819,acct_00737,2023-06-02,1,1,in_app
intv_0003925,user_0008821,acct_00737,2023-05-17,1,0,in_app
intv_0003926,user_0008823,acct_00737,2023-06-06,1,0,in_app
intv_0003927,user_0008824,acct_00737,2023-06-02,1,1,in_app
intv_0003928,user_0008825,acct_00738,2024-05-12,1,1,email
intv_0003929,user_0008829,acct_00739,2024-05-26,1,0,email
intv_0003930,user_0008832,acct_00740,2024-04-10,1,0,email
intv_0003931,user_0008834,acct_00740,2024-05-03,1,0,both
intv_0003932,user_0008835,acct_00740,2024-04-17,1,0,both
intv_0003933,user_0008836,acct_00741,2023-09-13,1,1,in_app
intv_0003934,user_0008837,acct_00741,2023-10-03,1,0,in_app
intv_0003935,user_0008839,acct_00741,2023-10-05,1,1,both
intv_0003936,user_0008840,acct_00741,2023-10-03,1,1,in_app
intv_0003937,user_0008842,acct_00742,2024-03-02,1,1,email
intv_0003938,user_0008844,acct_00742,2024-03-05,1,0,both
intv_0003939,user_0008847,acct_00742,2024-02-24,1,1,email
intv_0003940,user_0008848,acct_00742,2024-02-29,1,0,in_app
intv_0003941,user_0008849,acct_00742,2024-02-17,1,1,email
intv_0003942,user_0008850,acct_00742,2024-03-03,1,1,in_app
intv_0003943,user_0008851,acct_00742,2024-02-23,1,0,both
intv_0003944,user_0008854,acct_00742,2024-03-03,1,0,in_app
intv_0003945,user_0008861,acct_00743,2023-10-04,1,0,in_app
intv_0003946,user_0008862,acct_00743,2023-09-26,1,0,email
intv_0003947,user_0008863,acct_00743,2023-09-14,1,0,in_app
intv_0003948,user_0008865,acct_00743,2023-10-06,1,0,in_app
intv_0003949,user_0008866,acct_00743,2023-10-05,1,0,in_app
intv_0003950,user_0008867,acct_00743,2023-09-22,1,1,in_app
intv_0003951,user_0008868,acct_00743,2023-09-17,1,0,both
intv_0003952,user_0008870,acct_00743,2023-09-29,1,0,in_app
intv_0003953,user_0008873,acct_00744,2023-11-13,1,0,in_app
intv_0003954,user_0008876,acct_00744,2023-10-25,1,0,email
intv_0003955,user_0008878,acct_00744,2023-11-03,1,0,in_app
intv_0003956,user_0008883,acct_00746,2024-02-09,1,0,email
intv_0003957,user_0008886,acct_00746,2024-01-17,1,1,in_app
intv_0003958,user_0008887,acct_00746,2024-01-20,1,1,in_app
intv_0003959,user_0008888,acct_00746,2024-01-30,1,0,in_app
intv_0003960,user_0008892,acct_00747,2023-10-04,1,1,in_app
intv_0003961,user_0008896,acct_00748,2023-10-11,1,1,email
intv_0003962,user_0008903,acct_00748,2023-10-23,1,0,in_app
intv_0003963,user_0008905,acct_00749,2023-08-09,1,0,both
intv_0003964,user_0008910,acct_00749,2023-08-12,1,0,email
intv_0003965,user_0008913,acct_00750,2024-04-18,1,0,in_app
intv_0003966,user_0008914,acct_00750,2024-05-15,1,0,both
intv_0003967,user_0008916,acct_00750,2024-05-12,1,1,in_app
intv_0003968,user_0008918,acct_00751,2023-03-03,1,1,email
intv_0003969,user_0008920,acct_00751,2023-03-02,1,1,in_app
intv_0003970,user_0008923,acct_00751,2023-02-13,1,1,in_app
intv_0003971,user_0008924,acct_00752,2023-09-26,1,0,both
intv_0003972,user_0008925,acct_00752,2023-09-27,1,0,both
intv_0003973,user_0008926,acct_00752,2023-10-05,1,0,email
intv_0003974,user_0008929,acct_00752,2023-09-30,1,0,in_app
intv_0003975,user_0008930,acct_00752,2023-09-27,1,1,both
intv_0003976,user_0008933,acct_00752,2023-10-17,1,1,email
intv_0003977,user_0008936,acct_00753,2023-06-11,1,1,in_app
intv_0003978,user_0008940,acct_00753,2023-06-28,1,0,in_app
intv_0003979,user_0008941,acct_00753,2023-06-25,1,0,both
intv_0003980,user_0008946,acct_00753,2023-06-15,1,1,both
intv_0003981,user_0008952,acct_00755,2024-06-13,1,0,both
intv_0003982,user_0008954,acct_00755,2024-06-10,1,0,in_app
intv_0003983,user_0008959,acct_00756,2023-07-20,1,1,email
intv_0003984,user_0008960,acct_00756,2023-07-18,1,0,in_app
intv_0003985,user_0008961,acct_00756,2023-07-08,1,1,email
intv_0003986,user_0008968,acct_00756,2023-07-22,1,0,email
intv_0003987,user_0008970,acct_00756,2023-07-30,1,1,in_app
intv_0003988,user_0008973,acct_00756,2023-07-26,1,1,email
intv_0003989,user_0008974,acct_00756,2023-07-28,1,1,in_app
intv_0003990,user_0008981,acct_00756,2023-07-10,1,0,in_app
intv_0003991,user_0008984,acct_00757,2023-10-24,1,0,in_app
intv_0003992,user_0008986,acct_00757,2023-10-14,1,0,email
intv_0003993,user_0008987,acct_00757,2023-10-12,1,0,in_app
intv_0003994,user_0008988,acct_00757,2023-11-14,1,0,in_app
intv_0003995,user_0008989,acct_00757,2023-10-25,1,1,in_app
intv_0003996,user_0008990,acct_00758,2023-10-16,1,0,email
intv_0003997,user_0008991,acct_00758,2023-10-14,1,1,in_app
intv_0003998,user_0008993,acct_00758,2023-09-30,1,0,email
intv_0003999,user_0008994,acct_00758,2023-10-23,1,1,both
intv_0004000,user_0009000,acct_00759,2024-06-26,1,1,in_app
intv_0004001,user_0009001,acct_00759,2024-07-08,1,0,email
intv_0004002,user_0009004,acct_00760,2023-11-17,1,1,in_app
intv_0004003,user_0009008,acct_00760,2023-12-15,1,0,in_app
intv_0004004,user_0009009,acct_00760,2023-12-12,1,0,in_app
intv_0004005,user_0009013,acct_00760,2023-11-23,1,1,email
intv_0004006,user_0009014,acct_00761,2024-07-17,1,0,both
intv_0004007,user_0009015,acct_00761,2024-07-11,1,0,both
intv_0004008,user_0009017,acct_00761,2024-07-06,1,1,both
intv_0004009,user_0009020,acct_00761,2024-07-23,1,0,both
intv_0004010,user_0009021,acct_00761,2024-07-16,1,1,in_app
intv_0004011,user_0009023,acct_00761,2024-07-20,1,1,in_app
intv_0004012,user_0009025,acct_00761,2024-06-29,1,1,in_app
intv_0004013,user_0009029,acct_00761,2024-07-06,1,0,email
intv_0004014,user_0009034,acct_00761,2024-06-25,1,0,in_app
intv_0004015,user_0009035,acct_00761,2024-06-23,1,0,both
intv_0004016,user_0009037,acct_00762,2023-11-28,1,1,email
intv_0004017,user_0009045,acct_00762,2023-12-01,1,0,email
intv_0004018,user_0009047,acct_00762,2023-12-24,1,0,in_app
intv_0004019,user_0009048,acct_00763,2023-07-15,1,0,in_app
intv_0004020,user_0009050,acct_00763,2023-06-20,1,1,in_app
intv_0004021,user_0009051,acct_00763,2023-07-06,1,1,both
intv_0004022,user_0009054,acct_00763,2023-06-25,1,0,in_app
intv_0004023,user_0009056,acct_00764,2024-02-14,1,1,email
intv_0004024,user_0009061,acct_00764,2024-03-02,1,1,both
intv_0004025,user_0009064,acct_00764,2024-02-12,1,0,in_app
intv_0004026,user_0009065,acct_00764,2024-02-25,1,0,in_app
intv_0004027,user_0009066,acct_00764,2024-02-15,1,0,email
intv_0004028,user_0009069,acct_00764,2024-02-11,1,1,email
intv_0004029,user_0009071,acct_00764,2024-03-07,1,0,both
intv_0004030,user_0009073,acct_00764,2024-03-05,1,0,in_app
intv_0004031,user_0009082,acct_00765,2023-04-29,1,0,in_app
intv_0004032,user_0009083,acct_00765,2023-05-09,1,1,in_app
intv_0004033,user_0009087,acct_00765,2023-05-03,1,0,email
intv_0004034,user_0009088,acct_00765,2023-05-05,1,0,in_app
intv_0004035,user_0009092,acct_00765,2023-05-27,1,0,email
intv_0004036,user_0009097,acct_00765,2023-05-13,1,0,in_app
intv_0004037,user_0009100,acct_00765,2023-05-02,1,1,email
intv_0004038,user_0009101,acct_00765,2023-05-12,1,1,in_app
intv_0004039,user_0009104,acct_00766,2024-04-24,1,1,in_app
intv_0004040,user_0009108,acct_00766,2024-04-19,1,0,both
intv_0004041,user_0009110,acct_00766,2024-04-05,1,0,in_app
intv_0004042,user_0009113,acct_00766,2024-03-26,1,0,in_app
intv_0004043,user_0009114,acct_00766,2024-03-30,1,1,email
intv_0004044,user_0009115,acct_00766,2024-04-13,1,0,email
intv_0004045,user_0009116,acct_00766,2024-04-11,1,1,in_app
intv_0004046,user_0009119,acct_00766,2024-03-23,1,0,email
intv_0004047,user_0009120,acct_00766,2024-03-23,1,1,in_app
intv_0004048,user_0009121,acct_00766,2024-03-29,1,0,in_app
intv_0004049,user_0009127,acct_00766,2024-04-03,1,0,in_app
intv_0004050,user_0009129,acct_00767,2023-09-15,1,0,both
intv_0004051,user_0009131,acct_00767,2023-09-12,1,1,both
intv_0004052,user_0009132,acct_00767,2023-08-16,1,1,in_app
intv_0004053,user_0009133,acct_00767,2023-08-22,1,0,in_app
intv_0004054,user_0009134,acct_00767,2023-08-30,1,0,in_app
intv_0004055,user_0009135,acct_00767,2023-09-11,1,0,in_app
intv_0004056,user_0009136,acct_00767,2023-09-13,1,1,both
intv_0004057,user_0009137,acct_00768,2024-06-06,1,0,in_app
intv_0004058,user_0009143,acct_00769,2024-05-01,1,1,in_app
intv_0004059,user_0009144,acct_00769,2024-04-12,1,0,in_app
intv_0004060,user_0009145,acct_00769,2024-04-30,1,1,in_app
intv_0004061,user_0009147,acct_00769,2024-05-02,1,0,in_app
intv_0004062,user_0009148,acct_00769,2024-05-05,1,1,email
intv_0004063,user_0009149,acct_00769,2024-05-07,1,1,in_app
intv_0004064,user_0009151,acct_00769,2024-04-25,1,1,in_app
intv_0004065,user_0009154,acct_00769,2024-05-11,1,0,in_app
intv_0004066,user_0009156,acct_00769,2024-05-11,1,1,email
intv_0004067,user_0009157,acct_00769,2024-04-27,1,1,in_app
intv_0004068,user_0009158,acct_00769,2024-04-14,1,1,in_app
intv_0004069,user_0009162,acct_00769,2024-04-27,1,0,in_app
intv_0004070,user_0009164,acct_00769,2024-04-30,1,0,in_app
intv_0004071,user_0009166,acct_00769,2024-04-28,1,0,in_app
intv_0004072,user_0009169,acct_00770,2023-12-24,1,0,in_app
intv_0004073,user_0009171,acct_00770,2023-12-24,1,1,in_app
intv_0004074,user_0009173,acct_00770,2023-12-25,1,0,in_app
intv_0004075,user_0009174,acct_00770,2023-12-28,1,0,in_app
intv_0004076,user_0009176,acct_00770,2023-12-29,1,0,email
intv_0004077,user_0009177,acct_00770,2023-12-05,1,0,email
intv_0004078,user_0009179,acct_00770,2023-12-10,1,0,in_app
intv_0004079,user_0009182,acct_00770,2024-01-07,1,1,email
intv_0004080,user_0009183,acct_00770,2023-12-16,1,0,email
intv_0004081,user_0009185,acct_00770,2023-12-10,1,0,both
intv_0004082,user_0009186,acct_00770,2023-12-22,1,0,email
intv_0004083,user_0009187,acct_00770,2023-12-13,1,1,email
intv_0004084,user_0009188,acct_00770,2023-12-17,1,0,email
intv_0004085,user_0009193,acct_00771,2023-11-21,1,0,in_app
intv_0004086,user_0009196,acct_00771,2023-12-02,1,1,in_app
intv_0004087,user_0009201,acct_00772,2023-12-19,1,1,in_app
intv_0004088,user_0009202,acct_00772,2023-12-25,1,0,in_app
intv_0004089,user_0009203,acct_00773,2023-07-11,1,1,in_app
intv_0004090,user_0009207,acct_00773,2023-07-27,1,0,in_app
intv_0004091,user_0009210,acct_00773,2023-07-20,1,0,in_app
intv_0004092,user_0009213,acct_00773,2023-07-31,1,0,both
intv_0004093,user_0009215,acct_00774,2023-12-22,1,0,in_app
intv_0004094,user_0009219,acct_00774,2023-12-20,1,0,email
intv_0004095,user_0009225,acct_00774,2023-12-07,1,0,both
intv_0004096,user_0009229,acct_00774,2023-12-29,1,0,email
intv_0004097,user_0009230,acct_00774,2023-12-08,1,1,in_app
intv_0004098,user_0009232,acct_00774,2023-12-07,1,0,email
intv_0004099,user_0009234,acct_00774,2023-12-28,1,0,in_app
intv_0004100,user_0009238,acct_00774,2023-12-07,1,0,in_app
intv_0004101,user_0009242,acct_00775,2023-11-24,1,0,both
intv_0004102,user_0009244,acct_00775,2023-11-03,1,0,in_app
intv_0004103,user_0009245,acct_00775,2023-11-13,1,0,both
intv_0004104,user_0009247,acct_00775,2023-11-13,1,0,in_app
intv_0004105,user_0009248,acct_00775,2023-11-29,1,0,email
intv_0004106,user_0009249,acct_00775,2023-11-26,1,1,in_app
intv_0004107,user_0009250,acct_00775,2023-11-15,1,1,both
intv_0004108,user_0009253,acct_00775,2023-11-07,1,0,in_app
intv_0004109,user_0009257,acct_00776,2023-02-16,1,0,both
intv_0004110,user_0009265,acct_00776,2023-03-09,1,1,in_app
intv_0004111,user_0009267,acct_00777,2023-10-13,1,0,email
intv_0004112,user_0009270,acct_00777,2023-09-29,1,1,email
intv_0004113,user_0009276,acct_00777,2023-10-14,1,0,in_app
intv_0004114,user_0009277,acct_00777,2023-10-08,1,1,email
intv_0004115,user_0009278,acct_00777,2023-10-05,1,1,in_app
intv_0004116,user_0009279,acct_00778,2023-12-21,1,1,in_app
intv_0004117,user_0009280,acct_00778,2023-12-26,1,1,email
intv_0004118,user_0009281,acct_00778,2023-11-30,1,1,both
intv_0004119,user_0009282,acct_00778,2023-12-13,1,1,email
intv_0004120,user_0009284,acct_00779,2023-03-20,1,1,email
intv_0004121,user_0009285,acct_00779,2023-03-09,1,1,email
intv_0004122,user_0009287,acct_00779,2023-04-03,1,1,both
intv_0004123,user_0009288,acct_00779,2023-03-29,1,0,both
intv_0004124,user_0009290,acct_00779,2023-04-03,1,0,email
intv_0004125,user_0009291,acct_00779,2023-03-06,1,1,in_app
intv_0004126,user_0009294,acct_00779,2023-03-21,1,1,in_app
intv_0004127,user_0009296,acct_00779,2023-04-01,1,0,in_app
intv_0004128,user_0009299,acct_00779,2023-03-22,1,1,both
intv_0004129,user_0009300,acct_00779,2023-03-19,1,1,both
intv_0004130,user_0009301,acct_00779,2023-03-24,1,1,email
intv_0004131,user_0009304,acct_00780,2023-07-15,1,1,both
intv_0004132,user_0009307,acct_00780,2023-07-12,1,1,in_app
intv_0004133,user_0009313,acct_00780,2023-07-10,1,1,email
intv_0004134,user_0009316,acct_00780,2023-07-04,1,0,email
intv_0004135,user_0009317,acct_00780,2023-07-13,1,1,in_app
intv_0004136,user_0009323,acct_00781,2024-04-10,1,0,email
intv_0004137,user_0009326,acct_00781,2024-04-11,1,0,in_app
intv_0004138,user_0009327,acct_00781,2024-04-25,1,0,email
intv_0004139,user_0009328,acct_00781,2024-03-27,1,1,email
intv_0004140,user_0009329,acct_00781,2024-04-01,1,1,both
intv_0004141,user_0009332,acct_00781,2024-03-28,1,0,email
intv_0004142,user_0009334,acct_00781,2024-04-16,1,1,in_app
intv_0004143,user_0009335,acct_00782,2023-10-02,1,0,in_app
intv_0004144,user_0009338,acct_00782,2023-09-17,1,0,in_app
intv_0004145,user_0009340,acct_00783,2024-01-18,1,0,in_app
intv_0004146,user_0009344,acct_00783,2024-01-20,1,1,email
intv_0004147,user_0009345,acct_00783,2024-01-28,1,0,in_app
intv_0004148,user_0009346,acct_00783,2024-02-05,1,0,email
intv_0004149,user_0009347,acct_00783,2024-02-06,1,0,in_app
intv_0004150,user_0009350,acct_00784,2023-04-19,1,0,in_app
intv_0004151,user_0009354,acct_00784,2023-04-25,1,0,in_app
intv_0004152,user_0009360,acct_00785,2023-11-20,1,0,in_app
intv_0004153,user_0009364,acct_00785,2023-11-22,1,0,in_app
intv_0004154,user_0009367,acct_00786,2023-08-06,1,0,in_app
intv_0004155,user_0009369,acct_00787,2023-12-25,1,0,in_app
intv_0004156,user_0009370,acct_00787,2023-12-08,1,1,in_app
intv_0004157,user_0009375,acct_00787,2024-01-02,1,0,in_app
intv_0004158,user_0009378,acct_00787,2023-12-16,1,0,in_app
intv_0004159,user_0009383,acct_00787,2023-12-24,1,1,in_app
intv_0004160,user_0009386,acct_00788,2024-02-12,1,0,in_app
intv_0004161,user_0009390,acct_00788,2024-02-14,1,0,email
intv_0004162,user_0009391,acct_00788,2024-02-26,1,1,in_app
