account_id,account_created_date,plan_tier,industry,seat_count,cs_assigned_flag,account_health_score
acct_00408,2023-05-10,enterprise,Logistics,81,1,0.42087200228822336
acct_00409,2023-10-20,starter,Retail,6,0,0.44810333378353656
acct_00410,2023-06-22,starter,FinTech,19,0,0.30968550604292905
acct_00411,2023-01-24,enterprise,Education,132,1,0.5176261587354335
acct_00412,2023-04-09,enterprise,Logistics,92,1,0.7995648516568225
acct_00413,2024-02-10,growth,Manufacturing,49,0,0.5819119217289795
acct_00414,2023-12-22,growth,Healthcare,72,1,0.39898126565178216
acct_00415,2023-05-19,starter,Manufacturing,2,0,0.5271481883137429
acct_00416,2024-05-17,starter,SaaS,6,0,0.37682074447640657
acct_00417,2023-06-23,starter,Education,8,0,0.43122208474032575
acct_00418,2023-01-29,growth,Retail,63,1,0.6583228365395569
acct_00419,2024-05-10,growth,Healthcare,79,0,0.42391900105409563
acct_00420,2023-12-17,growth,Retail,20,0,0.7668951457804952
acct_00421,2023-10-26,growth,FinTech,78,1,0.5893319563754496
acct_00422,2023-07-11,starter,Logistics,14,0,0.6128392055916788
acct_00423,2023-03-05,starter,Healthcare,14,0,0.5582440548588159
acct_00424,2023-08-03,starter,SaaS,13,0,0.7159271757815584
acct_00425,2023-06-15,starter,Education,12,0,0.7174739831665515
acct_00426,2023-08-20,starter,FinTech,6,0,0.6502581527868256
acct_00427,2023-07-14,enterprise,FinTech,221,1,0.6847183658861472
acct_00428,2024-05-20,starter,Retail,4,0,0.5681865495119361
acct_00429,2023-11-30,starter,FinTech,7,0,0.6813304510363573
acct_00430,2023-10-31,starter,Healthcare,10,0,0.549318333678929
acct_00431,2024-03-12,growth,Retail,21,0,0.6003347433243603
acct_00432,2023-11-19,growth,FinTech,30,1,0.5588034375950554
acct_00433,2024-05-16,starter,Education,18,0,0.5314172191021206
acct_00434,2024-01-28,starter,SaaS,10,0,0.49663323034173146
acct_00435,2023-05-29,growth,Education,26,0,0.6701535155788327
acct_00436,2024-02-09,starter,Manufacturing,13,0,0.7965908869220195
acct_00437,2023-10-10,growth,Healthcare,19,0,0.7756652957504339
acct_00438,2023-12-28,growth,SaaS,31,1,0.41151519960818467
acct_00439,2024-01-14,starter,SaaS,7,0,0.7933804577110309
acct_00440,2023-07-17,starter,Retail,16,0,0.5522762247573106
acct_00441,2023-12-22,enterprise,Logistics,118,1,0.6901099522718387
acct_00442,2024-03-04,starter,Retail,3,0,0.4640677001929183
acct_00443,2023-01-17,starter,Healthcare,18,0,0.6212969870811008
acct_00444,2024-01-14,growth,Healthcare,33,1,0.647058477434536
acct_00445,2024-05-20,enterprise,Retail,172,1,0.3773092812120521
acct_00446,2023-03-17,enterprise,Logistics,243,1,0.6912400749516283
acct_00447,2023-08-19,growth,Education,61,0,0.8018902511757473
acct_00448,2023-09-05,starter,Retail,3,0,0.5738028081477557
acct_00449,2023-10-29,starter,Healthcare,15,0,0.8040252196242019
acct_00450,2023-08-03,growth,Logistics,67,1,0.5715459759821389
acct_00451,2023-06-07,growth,Healthcare,28,1,0.7274376796569926
acct_00452,2023-03-10,starter,Logistics,12,0,0.2672145051073351
acct_00453,2024-01-28,enterprise,Logistics,154,1,0.95
acct_00454,2023-03-26,starter,Retail,10,0,0.8243187367864435
acct_00455,2023-09-24,starter,Retail,10,0,0.5573061743619482
acct_00456,2023-03-10,starter,Retail,18,0,0.30418664600342726
acct_00457,2023-12-13,starter,Logistics,4,0,0.6432042552458234
acct_00458,2024-02-27,starter,Logistics,8,0,0.3834111679389365
acct_00459,2023-06-23,starter,Healthcare,6,0,0.6667280306336232
acct_00460,2023-04-25,starter,SaaS,11,0,0.6617348578746423
acct_00461,2023-08-08,growth,Retail,55,0,0.45878952464969625
acct_00462,2023-01-31,growth,Manufacturing,63,0,0.7681450535421566
acct_00463,2023-12-09,growth,Healthcare,17,0,0.720836205420926
acct_00464,2024-01-12,enterprise,Healthcare,138,1,0.7463735005932844
acct_00465,2023-05-10,starter,FinTech,5,0,0.6013286555503343
acct_00466,2023-01-02,starter,Retail,18,0,0.38767138996294404
acct_00467,2023-04-11,enterprise,Education,51,1,0.7466808408316706
acct_00468,2023-02-27,starter,Healthcare,12,0,0.5594442901296313
acct_00469,2024-01-24,enterprise,FinTech,215,1,0.3915329785210996
acct_00470,2023-12-07,starter,Manufacturing,13,0,0.8028059048961489
acct_00471,2023-01-20,enterprise,Manufacturing,232,1,0.9149111280753763
acct_00472,2023-09-12,starter,Education,9,0,0.5938127806531195
acct_00473,2023-11-13,enterprise,Retail,268,1,0.9238681731904937
acct_00474,2023-02-07,starter,Logistics,17,0,0.6136972092917025
acct_00475,2024-01-21,enterprise,FinTech,279,1,0.5429316143750473
acct_00476,2023-01-26,starter,Logistics,11,0,0.5054312318721783
acct_00477,2024-03-29,growth,Manufacturing,68,1,0.8455623611989114
acct_00478,2023-11-19,enterprise,Manufacturing,196,1,0.4829784177918342
acct_00479,2024-05-27,starter,SaaS,5,0,0.7102903964962481
acct_00480,2023-01-13,growth,SaaS,44,1,0.5161254247411188
acct_00481,2024-01-06,growth,Education,36,1,0.5309539856138455
acct_00482,2023-10-18,starter,SaaS,17,0,0.754537454095435
acct_00483,2023-11-28,growth,SaaS,41,1,0.542994473056597
acct_00484,2023-09-18,growth,Education,62,1,0.539280693086956
acct_00485,2023-07-24,enterprise,Healthcare,236,1,0.7699207045762211
acct_00486,2024-01-22,starter,SaaS,6,0,0.8396095939832434
acct_00487,2024-04-12,starter,Healthcare,4,0,0.6967034704926349
acct_00488,2024-02-19,enterprise,Healthcare,206,1,0.5017845336564076
acct_00489,2023-03-10,enterprise,Retail,245,1,0.5234087251053631
acct_00490,2024-04-16,starter,Healthcare,3,0,0.6119872895610056
acct_00491,2023-04-14,growth,Healthcare,40,0,0.6481395092888486
acct_00492,2023-06-10,starter,SaaS,17,0,0.45182011347903417
acct_00493,2023-07-19,starter,Healthcare,18,0,0.7084556909369796
acct_00494,2023-08-04,starter,Logistics,6,0,0.6128269994459399
acct_00495,2023-07-31,starter,Education,4,0,0.34264375220428056
acct_00496,2024-05-22,growth,SaaS,44,1,0.46066102763089045
acct_00497,2023-01-16,starter,Education,3,0,0.5243806989522504
acct_00498,2024-05-12,enterprise,FinTech,162,1,0.5890713466738418
acct_00499,2023-11-28,enterprise,SaaS,94,1,0.8833918193255994
acct_00500,2023-09-13,growth,Healthcare,21,0,0.6357256959209442
acct_00501,2023-06-21,starter,Logistics,6,0,0.47388421651520624
acct_00502,2024-05-12,starter,Education,3,0,0.6330946206460745
acct_00503,2024-04-15,growth,SaaS,24,0,0.5471868378819178
acct_00504,2024-01-19,growth,Logistics,60,0,0.6487137359300312
acct_00505,2024-05-21,starter,Education,8,0,0.6870851530553422
acct_00506,2023-11-21,enterprise,FinTech,225,1,0.7813845970835906
acct_00507,2023-08-02,growth,Manufacturing,52,0,0.5963570256494961
acct_00508,2023-07-27,enterprise,FinTech,163,1,0.845844079139975
acct_00509,2023-06-18,growth,Manufacturing,41,0,0.7362033993804287
acct_00510,2023-11-26,growth,Retail,49,1,0.4938840682781718
acct_00511,2023-10-07,starter,Manufacturing,17,0,0.9314783498622696
acct_00512,2023-11-01,enterprise,Retail,64,1,0.6490491769905147
acct_00513,2023-05-26,enterprise,SaaS,181,1,0.4747313244041647
acct_00514,2024-05-30,starter,Retail,11,0,0.8479369576845632
acct_00515,2023-03-31,starter,Logistics,19,0,0.9116666377797666
acct_00516,2024-03-28,starter,Retail,12,0,0.5950462104420658
acct_00517,2023-03-01,growth,Logistics,55,0,0.5244524609436605
acct_00518,2023-11-07,enterprise,Education,261,1,0.5741437563819507
acct_00519,2023-08-15,starter,Education,15,0,0.7072097591276549
acct_00520,2024-04-18,growth,Manufacturing,54,1,0.791678498254577
acct_00521,2023-03-20,starter,Manufacturing,17,0,0.6855730996295359
acct_00522,2024-03-08,enterprise,Manufacturing,273,1,0.6152584812707654
acct_00523,2023-06-02,growth,Retail,66,0,0.8247017655456641
acct_00524,2024-02-05,growth,Manufacturing,77,0,0.5530745290422716
acct_00525,2023-10-06,starter,Retail,16,0,0.754637900755036
acct_00526,2023-02-26,starter,Retail,7,0,0.5567905802473082
acct_00527,2023-07-05,starter,Healthcare,13,0,0.6646534437016339
acct_00528,2024-02-02,starter,Healthcare,18,0,0.5829656152814322
acct_00529,2023-06-07,enterprise,Retail,83,1,0.5916221726020784
acct_00530,2023-12-25,growth,Education,54,0,0.5433920223806685
acct_00531,2024-03-15,enterprise,Logistics,227,1,0.8017281046771041
acct_00532,2024-04-10,enterprise,SaaS,244,1,0.4900610942837197
acct_00533,2024-03-21,growth,FinTech,76,1,0.4889651621176937
acct_00534,2024-05-02,growth,Healthcare,26,0,0.9181490348767664
acct_00535,2023-03-14,enterprise,Retail,97,1,0.7466771346981497
acct_00536,2023-01-17,growth,FinTech,22,1,0.24223294519604455
acct_00537,2023-11-22,starter,Healthcare,6,0,0.5152111891184394
acct_00538,2023-07-21,starter,SaaS,15,0,0.3282015993656919
acct_00539,2023-12-10,starter,Logistics,16,0,0.4573963959877117
acct_00540,2024-02-04,enterprise,Retail,180,1,0.12922280006489406
acct_00541,2023-08-06,growth,SaaS,79,0,0.5794515633459086
acct_00542,2024-03-20,starter,Education,16,0,0.4287087271258032
acct_00543,2023-08-10,growth,Healthcare,22,0,0.6089857885194657
acct_00544,2024-01-18,growth,Retail,20,1,0.35623181116762126
acct_00545,2023-01-07,starter,FinTech,9,0,0.612436777975806
acct_00546,2023-09-29,starter,Education,19,0,0.5377625582819509
acct_00547,2023-01-16,growth,Education,74,0,0.8252929447782893
acct_00548,2024-02-28,starter,Manufacturing,7,0,0.8117035292618437
acct_00549,2023-01-21,growth,Logistics,23,0,0.7178018404515424
acct_00550,2023-08-16,starter,Education,4,0,0.5510079329008181
acct_00551,2023-10-15,enterprise,Healthcare,238,1,0.8978070592890439
acct_00552,2023-05-14,growth,Logistics,72,0,0.3670447083240269
acct_00553,2023-10-10,growth,Retail,74,1,0.3894662055654506
acct_00554,2024-02-08,enterprise,Manufacturing,217,1,0.5874325350166403
acct_00555,2023-03-07,starter,SaaS,6,0,0.9381057163381679
acct_00556,2024-03-12,starter,Logistics,12,0,0.5696491639694868
acct_00557,2023-09-16,starter,FinTech,7,0,0.5725132135186077
acct_00558,2023-04-13,growth,Healthcare,32,1,0.3837134465832286
acct_00559,2023-04-11,growth,FinTech,36,1,0.7418894377905567
acct_00560,2023-07-17,growth,Logistics,72,0,0.7429764381494031
acct_00561,2023-08-14,starter,Manufacturing,6,0,0.7183612802099865
acct_00562,2024-04-07,starter,SaaS,9,0,0.5056168990728956
acct_00563,2023-08-25,starter,SaaS,13,0,0.4939939847440491
acct_00564,2023-01-26,starter,FinTech,6,0,0.4060316624392544
acct_00565,2023-05-01,growth,Retail,15,1,0.6125808752641401
acct_00566,2024-05-20,starter,Retail,16,0,0.4379389006082247
acct_00567,2023-07-01,starter,Manufacturing,8,0,0.4233875242126067
acct_00568,2023-11-11,enterprise,SaaS,291,1,0.5364463924633986
acct_00569,2023-09-30,starter,FinTech,1,0,0.5266265737223675
acct_00570,2023-08-20,starter,FinTech,8,0,0.5193032206767068
acct_00571,2024-02-24,growth,FinTech,52,0,0.6699666895260392
acct_00572,2024-03-17,starter,Logistics,7,0,0.6118571703225418
acct_00573,2024-05-10,growth,Manufacturing,35,1,0.5567765954233324
acct_00574,2023-01-24,enterprise,Retail,244,1,0.6274519392467223
acct_00575,2023-04-19,enterprise,Retail,158,1,0.45127094383430516
acct_00576,2024-05-16,starter,Logistics,17,0,0.6157917935864516
acct_00577,2023-01-25,enterprise,Healthcare,133,1,0.622590373926695
acct_00578,2023-07-06,starter,Logistics,5,0,0.3745429710963779
acct_00579,2023-10-15,starter,Manufacturing,6,0,0.7493540631555543
acct_00580,2023-12-04,starter,FinTech,7,0,0.4677849442159506
acct_00581,2023-02-06,enterprise,Logistics,178,1,0.6135464698809652
acct_00582,2023-05-17,starter,FinTech,6,0,0.7746617610802905
acct_00583,2024-05-22,starter,Manufacturing,14,0,0.7388515136570803
acct_00584,2023-08-15,growth,Education,74,0,0.6051500082853253
acct_00585,2023-11-16,starter,Manufacturing,12,0,0.5456251495676897
acct_00586,2023-07-01,starter,SaaS,15,0,0.742126786286335
acct_00587,2023-03-27,starter,FinTech,16,0,0.701204246671293
acct_00588,2024-04-11,starter,Retail,7,0,0.5072452469933805
acct_00589,2023-02-22,starter,Logistics,6,0,0.48076595294974644
acct_00590,2023-08-23,starter,Education,16,0,0.28914672274560027
acct_00591,2024-03-08,growth,Manufacturing,63,1,0.6231047762525381
acct_00592,2024-05-10,starter,FinTech,9,0,0.5875953382472402
acct_00593,2023-04-10,starter,Education,18,0,0.7704287061963813
acct_00594,2024-02-07,enterprise,Healthcare,146,1,0.6538582640220549
acct_00595,2024-01-31,starter,SaaS,19,0,0.8001343791259036
acct_00596,2024-02-19,growth,Healthcare,75,0,0.4953953658125744
acct_00597,2024-04-07,starter,Manufacturing,15,0,0.7707225496451428
acct_00598,2023-12-30,starter,Healthcare,5,0,0.5206625431343017
acct_00599,2023-05-10,starter,Healthcare,9,0,0.7166394092688408
acct_00600,2023-03-25,starter,SaaS,11,0,0.38118624112039595
acct_00601,2023-09-28,starter,SaaS,7,0,0.6352702949049283
acct_00602,2023-09-01,starter,SaaS,10,0,0.3022968087831135
acct_00603,2024-01-23,starter,Education,19,0,0.5599293771087368
acct_00604,2023-08-02,starter,SaaS,14,0,0.666053099081687
acct_00605,2023-06-15,starter,Healthcare,18,0,0.5218547173153356
acct_00606,2023-02-28,starter,Retail,2,0,0.4424343556866049
acct_00607,2024-05-18,starter,Retail,11,0,0.7269177703943901
acct_00608,2023-05-03,starter,SaaS,17,0,0.5844805815229615
acct_00609,2024-02-17,growth,Education,51,0,0.5265644029453993
acct_00610,2023-05-19,starter,Logistics,16,0,0.6062843881731415
acct_00611,2023-08-17,growth,FinTech,37,0,0.95
acct_00612,2023-10-01,growth,Manufacturing,20,1,0.7730254274672316
acct_00613,2024-03-14,starter,Education,3,0,0.774386050228176
acct_00614,2023-04-28,enterprise,Logistics,207,1,0.6653319478488546
acct_00615,2024-04-27,enterprise,Manufacturing,258,1,0.6249727908865721
acct_00616,2024-01-30,starter,Logistics,13,0,0.24058765675043753
acct_00617,2024-04-04,starter,Logistics,12,0,0.4981529480305302
acct_00618,2023-03-19,growth,Retail,24,1,0.5279138380196288
acct_00619,2024-02-16,growth,FinTech,50,0,0.31876619039287
acct_00620,2023-03-16,starter,Logistics,12,0,0.42638763146768494
acct_00621,2023-10-22,starter,SaaS,13,0,0.30287452936160486
acct_00622,2023-01-21,starter,Manufacturing,16,0,0.5942514246453942
acct_00623,2023-06-20,starter,Education,9,0,0.7228148956273224
acct_00624,2023-01-15,growth,Retail,61,0,0.7660161777936493
acct_00625,2023-07-30,starter,Manufacturing,17,0,0.6622176693118862
acct_00626,2023-03-27,starter,SaaS,10,0,0.45549054882021467
acct_00627,2023-05-29,growth,SaaS,23,0,0.31019022622200604
acct_00628,2024-01-07,starter,Logistics,3,0,0.3364696950897747
acct_00629,2024-04-24,starter,SaaS,5,0,0.40965261341182524
acct_00630,2023-05-31,growth,FinTech,54,1,0.46667104529464876
acct_00631,2023-05-21,enterprise,SaaS,242,1,0.576037725301262
acct_00632,2023-03-10,starter,Logistics,4,0,0.44787536728095473
acct_00633,2023-09-17,starter,Manufacturing,15,0,0.6508463840502392
acct_00634,2024-01-06,starter,SaaS,3,0,0.565158974580079
acct_00635,2024-02-23,starter,Retail,4,0,0.6015818567611538
acct_00636,2023-04-11,starter,Education,18,0,0.7710375829006807
acct_00637,2023-08-31,starter,Retail,17,0,0.4229652398699445
acct_00638,2024-05-26,starter,Retail,15,0,0.6628056867438552
acct_00639,2023-04-05,starter,Manufacturing,18,0,0.597904015728589
acct_00640,2023-08-14,starter,Healthcare,19,0,0.5499770578545456
acct_00641,2023-08-02,starter,Education,9,0,0.7327884481298941
acct_00642,2023-03-08,starter,Retail,19,0,0.7318521231835511
acct_00643,2024-01-31,starter,Retail,9,0,0.4580263806017357
acct_00644,2023-01-12,starter,Healthcare,15,0,0.5726759124213113
acct_00645,2023-08-25,enterprise,Manufacturing,118,1,0.6421817523876098
acct_00646,2024-02-03,growth,Education,40,1,0.5590489877966123
acct_00647,2024-02-11,growth,Retail,21,1,0.6877531998431697
acct_00648,2024-04-24,growth,Logistics,67,1,0.6421788026865413
acct_00649,2023-08-10,starter,Manufacturing,19,0,0.8748841860534018
acct_00650,2023-06-05,starter,Education,13,0,0.3704581296105318
acct_00651,2024-03-03,starter,Retail,2,0,0.5816346015378904
acct_00652,2023-06-07,growth,Retail,43,1,0.4637246232731713
acct_00653,2024-02-20,growth,Healthcare,46,1,0.6906161183158566
acct_00654,2023-11-22,starter,Education,18,0,0.3574242164931683
acct_00655,2024-01-06,starter,Logistics,11,0,0.651946906533733
acct_00656,2023-12-10,starter,Manufacturing,3,0,0.5054927352977489
acct_00657,2023-09-19,starter,SaaS,18,0,0.4898757200818479
acct_00658,2023-10-10,growth,FinTech,55,0,0.3830252694688969
acct_00659,2023-08-17,growth,Logistics,65,0,0.5302386080698491
acct_00660,2023-10-07,starter,SaaS,9,0,0.7626750795436388
acct_00661,2023-10-17,enterprise,Logistics,255,1,0.5962216974705781
acct_00662,2023-02-16,growth,Education,43,0,0.6941520626811711
acct_00663,2023-08-02,starter,SaaS,4,0,0.8496962732949412
acct_00664,2023-01-24,starter,Education,11,0,0.6395633377233864
acct_00665,2023-11-17,starter,SaaS,15,0,0.5161800641906489
acct_00666,2023-10-01,starter,Logistics,17,0,0.6700878322774184
acct_00667,2023-11-09,starter,Healthcare,5,0,0.5183555780528561
acct_00668,2023-12-29,starter,Logistics,13,0,0.5243365975054246
acct_00669,2024-01-15,starter,Education,16,0,0.37201608005715225
acct_00670,2024-04-14,starter,Logistics,10,0,0.7389386236626588
acct_00671,2023-04-26,enterprise,SaaS,195,1,0.5420996136525841
acct_00672,2023-02-11,starter,FinTech,18,0,0.6273147368723793
acct_00673,2024-01-14,starter,SaaS,4,0,0.44460571070900406
acct_00674,2023-07-25,starter,Retail,10,0,0.6653921444573209
acct_00675,2024-04-10,enterprise,Logistics,71,1,0.48570881427973744
acct_00676,2023-10-07,starter,Manufacturing,8,0,0.5787436917447264
acct_00677,2023-04-28,starter,Logistics,14,0,0.7316739046858689
acct_00678,2023-08-25,enterprise,Healthcare,288,1,0.7186138968348794
acct_00679,2023-11-05,enterprise,Education,234,1,0.596695489122459
acct_00680,2024-03-31,growth,Manufacturing,50,1,0.33478034509399224
acct_00681,2024-04-19,starter,SaaS,18,0,0.95
acct_00682,2023-04-10,starter,Healthcare,15,0,0.8618788455409704
acct_00683,2023-09-18,growth,Logistics,58,1,0.7084012237332448
acct_00684,2023-11-01,enterprise,SaaS,69,1,0.4870194327613544
acct_00685,2023-12-20,growth,SaaS,78,1,0.5829611757447053
acct_00686,2023-10-13,growth,Retail,17,0,0.5184869355335224
acct_00687,2023-11-24,starter,Retail,10,0,0.7895783908644582
acct_00688,2023-04-13,growth,FinTech,73,1,0.639375433627775
acct_00689,2023-03-04,starter,Retail,6,0,0.48237542124602506
acct_00690,2023-10-09,starter,Education,13,0,0.5293867351312826
acct_00691,2024-03-16,starter,Manufacturing,13,0,0.7681782213854856
acct_00692,2023-10-20,starter,SaaS,13,0,0.8400146770230716
acct_00693,2023-01-07,starter,Retail,4,0,0.8292497345229368
acct_00694,2023-04-02,starter,FinTech,19,0,0.7135548097580966
acct_00695,2023-07-09,growth,Logistics,23,0,0.5621062696796044
acct_00696,2024-04-20,starter,Manufacturing,4,0,0.11377292620063195
acct_00697,2024-05-25,growth,Retail,75,0,0.6445740035712332
acct_00698,2024-04-06,starter,SaaS,18,0,0.599725686173385
acct_00699,2023-02-22,starter,Logistics,6,0,0.620997314448203
acct_00700,2024-04-30,starter,Education,10,0,0.6080846020549809
acct_00701,2024-05-04,starter,SaaS,11,0,0.40106067570762644
acct_00702,2023-12-30,starter,Logistics,7,0,0.6836112835276779
acct_00703,2023-04-22,starter,Education,18,0,0.6948324471047775
acct_00704,2024-02-13,starter,Education,15,0,0.7023508173089489
acct_00705,2023-01-07,enterprise,Manufacturing,111,1,0.7419865505360079
acct_00706,2023-07-16,starter,SaaS,9,0,0.6906077467382434
acct_00707,2024-01-02,growth,Retail,72,1,0.5384955882691633
acct_00708,2023-09-07,starter,Retail,5,0,0.5893744728125865
acct_00709,2023-08-28,growth,FinTech,78,1,0.6136687300880065
acct_00710,2024-01-15,growth,Logistics,73,0,0.6161549173659927
acct_00711,2024-04-15,growth,FinTech,23,0,0.7497326483957594
acct_00712,2024-03-30,starter,Healthcare,8,0,0.6965503129533736
acct_00713,2024-01-01,starter,Retail,19,0,0.9116015159354929
acct_00714,2023-10-17,starter,Logistics,18,0,0.9309703469827009
acct_00715,2024-02-07,enterprise,Manufacturing,264,1,0.6119474373920887
acct_00716,2023-02-27,growth,FinTech,17,0,0.1
acct_00717,2023-10-31,enterprise,Manufacturing,139,1,0.78552486991909
acct_00718,2023-04-25,starter,Manufacturing,6,0,0.5189435491519419
acct_00719,2023-07-29,growth,Manufacturing,76,0,0.47977741172534893
acct_00720,2023-02-10,enterprise,FinTech,219,1,0.540233208751595
acct_00721,2023-06-22,starter,Healthcare,15,0,0.533003542977809
acct_00722,2023-08-22,starter,Education,13,0,0.6918404715158089
acct_00723,2024-02-07,growth,Education,68,0,0.3660846331310662
acct_00724,2023-02-08,growth,FinTech,73,0,0.43834188813125974
acct_00725,2023-04-29,growth,Education,73,1,0.6514737831296125
acct_00726,2023-12-01,starter,SaaS,14,0,0.6934416045619962
acct_00727,2023-12-02,growth,Education,20,1,0.6962312467404017
acct_00728,2023-03-15,starter,Retail,17,0,0.48194455816000514
acct_00729,2023-07-10,starter,FinTech,17,0,0.45326015261006397
acct_00730,2023-11-20,starter,Education,19,0,0.5240047749318121
acct_00731,2023-05-27,growth,FinTech,16,0,0.6359809128427087
acct_00732,2023-10-11,growth,Healthcare,37,1,0.8228216053908824
acct_00733,2023-08-01,starter,SaaS,15,0,0.2928844221343874
acct_00734,2024-01-29,starter,FinTech,8,0,0.566890686456245
acct_00735,2023-12-05,enterprise,Retail,296,1,0.40009823384621945
acct_00736,2023-01-22,starter,Education,14,0,0.35216359839697653
acct_00737,2023-04-15,growth,Retail,52,1,0.7450434968017224
acct_00738,2024-04-10,starter,Education,3,0,0.6816936861749008
acct_00739,2024-04-03,starter,FinTech,11,0,0.6674150273920894
acct_00740,2024-03-07,starter,Manufacturing,16,0,0.738153875959649
acct_00741,2023-08-09,starter,Education,15,0,0.5280421654850795
acct_00742,2024-01-14,growth,Manufacturing,41,1,0.5351043725499708
acct_00743,2023-08-10,starter,SaaS,12,0,0.9278595925083861
acct_00744,2023-09-15,starter,Retail,8,0,0.5630143418610638
acct_00745,2024-01-02,enterprise,Manufacturing,230,1,0.7102698169581136
acct_00746,2023-12-15,starter,Retail,17,0,0.6009572311444972
acct_00747,2023-08-13,starter,Education,17,0,0.32276122048823774
acct_00748,2023-08-24,enterprise,Education,181,1,0.29330564942980974
acct_00749,2023-07-02,growth,SaaS,37,1,0.5131523670090142
acct_00750,2024-03-19,starter,Education,7,0,0.7584151877504983
acct_00751,2023-01-06,enterprise,SaaS,133,1,0.7182437484954005
acct_00752,2023-08-24,growth,Manufacturing,47,0,0.737111574633605
acct_00753,2023-05-07,starter,Education,3,0,0.4519430731595527
acct_00754,2023-04-14,starter,FinTech,7,0,0.842380873518347
acct_00755,2024-04-24,growth,Logistics,77,0,0.45526600497204234
acct_00756,2023-06-04,growth,Healthcare,35,1,0.6319236598004953
acct_00757,2023-09-14,starter,Logistics,17,0,0.5984471565138395
acct_00758,2023-08-23,enterprise,Logistics,54,1,0.573918926952812
acct_00759,2024-05-14,growth,Retail,74,0,0.800788820744341
acct_00760,2023-10-16,starter,SaaS,18,0,0.4942334219751059
acct_00761,2024-05-24,starter,Retail,4,0,0.3975592116432108
acct_00762,2023-10-25,starter,Manufacturing,15,0,0.6029993229309629
acct_00763,2023-05-17,growth,Healthcare,73,1,0.540025989857021
acct_00764,2024-01-11,starter,Manufacturing,9,0,0.95
acct_00765,2023-03-28,growth,FinTech,32,1,0.7014761214659962
acct_00766,2024-02-23,growth,Healthcare,68,1,0.5385989137172064
acct_00767,2023-07-18,enterprise,Retail,87,1,0.441583264621937
acct_00768,2024-04-07,starter,Education,18,0,0.3179567384146823
acct_00769,2024-03-12,growth,Education,41,1,0.44621713713938504
acct_00770,2023-11-06,starter,Retail,13,0,0.6172412657638697
acct_00771,2023-10-08,growth,Manufacturing,75,1,0.8140992977392154
acct_00772,2023-11-19,starter,Retail,12,0,0.7682533713581878
acct_00773,2023-06-01,starter,Retail,5,0,0.6343642247469569
acct_00774,2023-10-29,growth,Logistics,49,1,0.5515248501446273
acct_00775,2023-10-05,starter,FinTech,18,0,0.6403218534618231
acct_00776,2023-01-08,starter,Education,15,0,0.5222043003773136
acct_00777,2023-08-23,growth,Logistics,49,0,0.8577545993645813
acct_00778,2023-10-29,growth,Retail,73,1,0.571621472808738
acct_00779,2023-02-07,growth,SaaS,68,1,0.5870493212629909
acct_00780,2023-05-16,growth,Logistics,60,0,0.26762663624689975
acct_00781,2024-02-25,starter,Retail,8,0,0.5706847730215854
acct_00782,2023-08-07,starter,Education,16,0,0.7254726206947412
acct_00783,2023-12-14,starter,Retail,19,0,0.43984161344421824
acct_00784,2023-03-20,starter,FinTech,6,0,0.48739194982607803
acct_00785,2023-09-30,enterprise,Manufacturing,209,1,0.7189066526600497
acct_00786,2023-06-10,growth,Healthcare,69,1,0.37850141647229196
acct_00787,2023-11-04,starter,Logistics,13,0,0.7586701511312878
acct_00788,2024-01-09,starter,Logistics,5,0,0.5201784164740346
acct_00789,2023-01-09,enterprise,Logistics,52,1,0.5417147669263196
acct_00790,2024-03-19,starter,Retail,18,0,0.43141823923116085
acct_00791,2023-04-23,growth,FinTech,24,0,0.6567069390641824
acct_00792,2023-07-24,starter,Retail,6,0,0.95
acct_00793,2024-02-09,growth,Retail,75,1,0.7172245859190948
acct_00794,2023-07-16,starter,Manufacturing,13,0,0.4703572107089196
acct_00795,2023-04-25,enterprise,SaaS,243,1,0.7703430878237214
acct_00796,2023-05-01,enterprise,FinTech,123,1,0.5524980681098626
acct_00797,2023-03-06,growth,Logistics,75,0,0.8061727472141339
acct_00798,2023-10-03,growth,Healthcare,34,1,0.7210014603246544
acct_00799,2023-08-27,enterprise,Logistics,136,1,0.15852876517924003
acct_00800,2023-10-29,growth,Retail,38,0,0.44938805505674584
acct_00801,2024-01-27,starter,FinTech,4,0,0.7416577834253084
acct_00802,2024-01-04,growth,Education,69,1,0.6227485908217526
acct_00803,2023-08-21,growth,FinTech,77,0,0.4464366078438224
acct_00804,2023-07-14,starter,FinTech,14,0,0.5049615726759281
acct_00805,2023-01-12,growth,SaaS,64,1,0.3140645069865929
acct_00806,2023-06-26,enterprise,Logistics,162,1,0.5867440068710406
acct_00807,2023-08-05,enterprise,SaaS,219,1,0.9316034589023646
acct_00808,2023-01-11,starter,Education,8,0,0.7207400086098488
acct_00809,2024-03-21,starter,Education,16,0,0.9285625501782635
acct_00810,2023-06-13,enterprise,Manufacturing,252,1,0.732359563468497
acct_00811,2023-02-22,growth,Healthcare,46,0,0.7541219015029037
acct_00812,2023-08-06,starter,Manufacturing,13,0,0.8961118031617535
acct_00813,2023-12-26,enterprise,Retail,70,1,0.656589488901334
acct_00814,2024-01-20,enterprise,SaaS,221,1,0.5719159017739679
acct_00815,2023-02-25,starter,SaaS,7,0,0.7548986274933018
acct_00816,2023-04-28,growth,Manufacturing,55,1,0.8180760355682827
