user_id,account_id,user_created_date,role_type,geo_region,invited_by_user_id
user_0005692,acct_00488,2024-03-04,basic,EU,
user_0005693,acct_00488,2024-02-20,power_user,LATAM,
user_0005694,acct_00488,2024-02-27,power_user,NA,
user_0005695,acct_00488,2024-03-03,basic,LATAM,
user_0005696,acct_00488,2024-03-06,basic,EU,
user_0005697,acct_00488,2024-02-20,power_user,APAC,
user_0005698,acct_00489,2023-04-04,power_user,APAC,
user_0005699,acct_00489,2023-03-25,admin,EU,
user_0005700,acct_00489,2023-04-04,power_user,EU,
user_0005701,acct_00489,2023-03-13,admin,EU,unknown_user
user_0005702,acct_00489,2023-03-13,basic,EU,
user_0005703,acct_00489,2023-03-27,admin,LATAM,
user_0005704,acct_00489,2023-03-16,admin,APAC,
user_0005705,acct_00489,2023-03-24,basic,EU,unknown_user
user_0005706,acct_00490,2024-04-29,basic,APAC,unknown_user
user_0005707,acct_00490,2024-04-24,basic,LATAM,
user_0005708,acct_00490,2024-04-25,power_user,LATAM,
user_0005709,acct_00490,2024-04-30,basic,EU,
user_0005710,acct_00490,2024-05-14,basic,LATAM,
user_0005711,acct_00490,2024-04-22,admin,LATAM,
user_0005712,acct_00490,2024-05-10,basic,APAC,
user_0005713,acct_00490,2024-05-06,basic,LATAM,
user_0005714,acct_00490,2024-04-18,power_user,EU,unknown_user
user_0005715,acct_00490,2024-04-22,power_user,NA,
user_0005716,acct_00490,2024-04-18,basic,APAC,
user_0005717,acct_00490,2024-04-16,power_user,EU,unknown_user
user_0005718,acct_00490,2024-05-15,basic,EU,unknown_user
user_0005719,acct_00490,2024-05-03,power_user,NA,
user_0005720,acct_00490,2024-05-02,basic,EU,unknown_user
user_0005721,acct_00490,2024-04-23,basic,EU,
user_0005722,acct_00490,2024-05-13,power_user,LATAM,
user_0005723,acct_00490,2024-05-08,basic,APAC,
user_0005724,acct_00490,2024-05-02,basic,APAC,unknown_user
user_0005725,acct_00491,2023-05-11,power_user,EU,
user_0005726,acct_00491,2023-04-19,power_user,EU,
user_0005727,acct_00491,2023-04-27,admin,EU,
user_0005728,acct_00491,2023-04-22,basic,EU,
user_0005729,acct_00491,2023-04-23,power_user,EU,
user_0005730,acct_00491,2023-04-27,power_user,LATAM,unknown_user
user_0005731,acct_00491,2023-04-19,basic,APAC,
user_0005732,acct_00491,2023-04-24,basic,NA,
user_0005733,acct_00491,2023-04-24,admin,NA,
user_0005734,acct_00491,2023-05-12,power_user,LATAM,
user_0005735,acct_00491,2023-04-25,admin,LATAM,
user_0005736,acct_00491,2023-05-02,basic,LATAM,
user_0005737,acct_00491,2023-04-25,power_user,EU,unknown_user
user_0005738,acct_00491,2023-04-20,admin,APAC,unknown_user
user_0005739,acct_00491,2023-04-24,basic,EU,unknown_user
user_0005740,acct_00491,2023-04-29,basic,NA,unknown_user
user_0005741,acct_00491,2023-04-29,basic,EU,
user_0005742,acct_00491,2023-05-10,basic,LATAM,
user_0005743,acct_00491,2023-05-13,admin,APAC,
user_0005744,acct_00491,2023-04-14,admin,APAC,unknown_user
user_0005745,acct_00491,2023-04-17,admin,NA,unknown_user
user_0005746,acct_00491,2023-04-22,power_user,LATAM,
user_0005747,acct_00491,2023-04-26,basic,LATAM,unknown_user
user_0005748,acct_00491,2023-04-25,power_user,LATAM,
user_0005749,acct_00491,2023-04-19,power_user,EU,
user_0005750,acct_00491,2023-04-30,basic,APAC,
user_0005751,acct_00491,2023-05-03,power_user,EU,
user_0005752,acct_00491,2023-04-30,basic,NA,
user_0005753,acct_00491,2023-04-15,admin,EU,
user_0005754,acct_00491,2023-04-15,power_user,LATAM,
user_0005755,acct_00491,2023-05-02,power_user,APAC,
user_0005756,acct_00491,2023-04-20,basic,APAC,unknown_user
user_0005757,acct_00491,2023-05-01,basic,APAC,
user_0005758,acct_00491,2023-04-26,basic,EU,unknown_user
user_0005759,acct_00491,2023-04-21,basic,LATAM,
user_0005760,acct_00491,2023-04-17,basic,NA,
user_0005761,acct_00492,2023-06-21,basic,NA,
user_0005762,acct_00492,2023-06-12,admin,LATAM,
user_0005763,acct_00492,2023-07-05,basic,APAC,
user_0005764,acct_00492,2023-06-16,basic,EU,unknown_user
user_0005765,acct_00492,2023-06-22,basic,EU,
user_0005766,acct_00492,2023-06-16,power_user,LATAM,
user_0005767,acct_00493,2023-08-11,power_user,APAC,unknown_user
user_0005768,acct_00493,2023-08-09,basic,NA,
user_0005769,acct_00493,2023-08-12,basic,NA,
user_0005770,acct_00493,2023-07-27,basic,APAC,
user_0005771,acct_00493,2023-08-07,basic,LATAM,
user_0005772,acct_00493,2023-07-23,basic,EU,unknown_user
user_0005773,acct_00493,2023-08-16,power_user,LATAM,unknown_user
user_0005774,acct_00493,2023-08-15,power_user,EU,unknown_user
user_0005775,acct_00493,2023-07-29,admin,EU,
user_0005776,acct_00493,2023-07-23,power_user,APAC,
user_0005777,acct_00493,2023-08-14,power_user,NA,unknown_user
user_0005778,acct_00494,2023-08-28,basic,LATAM,
user_0005779,acct_00494,2023-08-08,basic,NA,
user_0005780,acct_00494,2023-08-29,power_user,APAC,
user_0005781,acct_00494,2023-08-14,basic,LATAM,
user_0005782,acct_00494,2023-08-28,power_user,APAC,
user_0005783,acct_00494,2023-08-14,basic,EU,
user_0005784,acct_00494,2023-08-20,power_user,EU,unknown_user
user_0005785,acct_00494,2023-09-02,power_user,LATAM,unknown_user
user_0005786,acct_00494,2023-08-07,admin,APAC,
user_0005787,acct_00494,2023-08-19,basic,APAC,unknown_user
user_0005788,acct_00494,2023-08-07,basic,APAC,
user_0005789,acct_00494,2023-08-04,admin,LATAM,unknown_user
user_0005790,acct_00494,2023-08-13,admin,APAC,
user_0005791,acct_00494,2023-08-30,basic,APAC,
user_0005792,acct_00494,2023-08-11,power_user,LATAM,
user_0005793,acct_00494,2023-08-22,power_user,APAC,unknown_user
user_0005794,acct_00494,2023-08-25,power_user,LATAM,
user_0005795,acct_00494,2023-08-18,admin,EU,
user_0005796,acct_00494,2023-08-22,power_user,LATAM,
user_0005797,acct_00494,2023-08-10,basic,LATAM,
user_0005798,acct_00495,2023-07-31,basic,EU,
user_0005799,acct_00495,2023-08-12,power_user,NA,unknown_user
user_0005800,acct_00495,2023-08-21,basic,LATAM,
user_0005801,acct_00495,2023-08-20,power_user,LATAM,
user_0005802,acct_00496,2024-06-05,basic,APAC,
user_0005803,acct_00496,2024-05-27,basic,LATAM,unknown_user
user_0005804,acct_00496,2024-05-25,basic,EU,
user_0005805,acct_00496,2024-06-15,basic,NA,
user_0005806,acct_00496,2024-06-05,basic,NA,
user_0005807,acct_00496,2024-06-05,admin,APAC,
user_0005808,acct_00496,2024-06-16,basic,LATAM,
user_0005809,acct_00496,2024-06-14,basic,EU,
user_0005810,acct_00496,2024-05-22,power_user,LATAM,
user_0005811,acct_00496,2024-05-23,basic,EU,
user_0005812,acct_00496,2024-05-27,basic,APAC,
user_0005813,acct_00497,2023-02-07,admin,LATAM,
user_0005814,acct_00497,2023-02-01,power_user,LATAM,unknown_user
user_0005815,acct_00497,2023-01-20,basic,LATAM,
user_0005816,acct_00497,2023-02-01,basic,LATAM,
user_0005817,acct_00497,2023-01-16,power_user,LATAM,
user_0005818,acct_00498,2024-05-27,basic,APAC,unknown_user
user_0005819,acct_00498,2024-06-04,power_user,EU,
user_0005820,acct_00498,2024-06-03,power_user,LATAM,
user_0005821,acct_00499,2023-12-11,power_user,EU,
user_0005822,acct_00499,2023-12-19,basic,NA,
user_0005823,acct_00499,2023-12-24,basic,EU,
user_0005824,acct_00499,2023-12-14,power_user,LATAM,
user_0005825,acct_00499,2023-12-17,basic,NA,
user_0005826,acct_00499,2023-12-14,basic,NA,
user_0005827,acct_00499,2023-12-18,basic,APAC,unknown_user
user_0005828,acct_00499,2023-12-22,power_user,APAC,
user_0005829,acct_00499,2023-12-20,basic,EU,
user_0005830,acct_00499,2023-12-01,basic,EU,unknown_user
user_0005831,acct_00499,2023-12-01,power_user,LATAM,
user_0005832,acct_00499,2023-12-22,basic,LATAM,
user_0005833,acct_00499,2023-12-09,basic,LATAM,
user_0005834,acct_00499,2023-11-30,basic,APAC,
user_0005835,acct_00499,2023-12-12,basic,NA,
user_0005836,acct_00499,2023-11-28,basic,EU,
user_0005837,acct_00499,2023-12-21,power_user,NA,unknown_user
user_0005838,acct_00499,2023-12-13,power_user,EU,unknown_user
user_0005839,acct_00499,2023-12-15,admin,NA,
user_0005840,acct_00499,2023-12-18,basic,APAC,
user_0005841,acct_00499,2023-12-17,basic,LATAM,
user_0005842,acct_00499,2023-12-27,power_user,NA,
user_0005843,acct_00500,2023-09-27,power_user,LATAM,
user_0005844,acct_00500,2023-10-06,admin,APAC,
user_0005845,acct_00500,2023-10-01,power_user,LATAM,
user_0005846,acct_00500,2023-09-16,basic,EU,
user_0005847,acct_00500,2023-09-18,basic,APAC,unknown_user
user_0005848,acct_00500,2023-09-28,admin,APAC,
user_0005849,acct_00500,2023-10-09,basic,NA,unknown_user
user_0005850,acct_00500,2023-10-01,basic,LATAM,
user_0005851,acct_00500,2023-09-30,admin,EU,
user_0005852,acct_00500,2023-10-06,basic,LATAM,unknown_user
user_0005853,acct_00500,2023-09-21,power_user,EU,
user_0005854,acct_00500,2023-09-29,power_user,EU,
user_0005855,acct_00501,2023-06-23,power_user,NA,
user_0005856,acct_00501,2023-07-16,power_user,LATAM,
user_0005857,acct_00501,2023-06-25,power_user,EU,
user_0005858,acct_00501,2023-07-01,basic,APAC,
user_0005859,acct_00501,2023-07-11,power_user,LATAM,
user_0005860,acct_00501,2023-07-11,basic,APAC,
user_0005861,acct_00501,2023-07-06,basic,EU,unknown_user
user_0005862,acct_00501,2023-07-10,basic,APAC,
user_0005863,acct_00502,2024-05-14,basic,NA,
user_0005864,acct_00502,2024-05-23,admin,LATAM,
user_0005865,acct_00502,2024-05-16,basic,EU,
user_0005866,acct_00503,2024-05-14,power_user,APAC,
user_0005867,acct_00503,2024-05-14,basic,LATAM,unknown_user
user_0005868,acct_00503,2024-05-11,basic,APAC,
user_0005869,acct_00503,2024-05-01,admin,NA,unknown_user
user_0005870,acct_00503,2024-04-21,power_user,APAC,unknown_user
user_0005871,acct_00503,2024-04-24,power_user,EU,
user_0005872,acct_00503,2024-04-23,admin,NA,
user_0005873,acct_00503,2024-05-07,power_user,EU,unknown_user
user_0005874,acct_00503,2024-05-03,basic,NA,unknown_user
user_0005875,acct_00503,2024-04-28,basic,EU,unknown_user
user_0005876,acct_00503,2024-05-08,basic,EU,
user_0005877,acct_00503,2024-05-09,basic,EU,unknown_user
user_0005878,acct_00503,2024-04-20,power_user,NA,
user_0005879,acct_00503,2024-04-28,admin,LATAM,unknown_user
user_0005880,acct_00503,2024-05-05,power_user,APAC,
user_0005881,acct_00503,2024-05-07,basic,EU,
user_0005882,acct_00503,2024-04-26,basic,APAC,
user_0005883,acct_00503,2024-05-05,admin,EU,unknown_user
user_0005884,acct_00503,2024-04-23,basic,APAC,
user_0005885,acct_00503,2024-04-28,basic,LATAM,
user_0005886,acct_00503,2024-04-25,basic,LATAM,
user_0005887,acct_00504,2024-02-09,basic,APAC,
user_0005888,acct_00504,2024-02-15,basic,LATAM,
user_0005889,acct_00504,2024-01-19,power_user,APAC,
user_0005890,acct_00504,2024-01-20,admin,EU,
user_0005891,acct_00504,2024-02-15,basic,APAC,unknown_user
user_0005892,acct_00504,2024-02-13,admin,APAC,unknown_user
user_0005893,acct_00504,2024-01-20,admin,APAC,
user_0005894,acct_00504,2024-02-17,basic,LATAM,
user_0005895,acct_00504,2024-02-15,basic,EU,
user_0005896,acct_00504,2024-01-31,power_user,EU,
user_0005897,acct_00504,2024-02-11,basic,NA,unknown_user
user_0005898,acct_00504,2024-01-30,basic,EU,
user_0005899,acct_00505,2024-05-29,power_user,LATAM,
user_0005900,acct_00505,2024-06-02,basic,EU,
user_0005901,acct_00505,2024-06-12,basic,NA,
user_0005902,acct_00505,2024-06-09,admin,LATAM,
user_0005903,acct_00505,2024-05-31,basic,LATAM,unknown_user
user_0005904,acct_00505,2024-06-11,admin,LATAM,
user_0005905,acct_00505,2024-05-26,basic,NA,unknown_user
user_0005906,acct_00505,2024-06-19,basic,EU,
user_0005907,acct_00505,2024-06-06,power_user,APAC,
user_0005908,acct_00505,2024-05-21,admin,LATAM,
user_0005909,acct_00505,2024-06-19,basic,NA,
user_0005910,acct_00505,2024-06-05,basic,NA,
user_0005911,acct_00506,2023-12-06,basic,LATAM,
user_0005912,acct_00506,2023-12-20,power_user,NA,
user_0005913,acct_00506,2023-12-13,power_user,LATAM,
user_0005914,acct_00506,2023-12-18,power_user,EU,
user_0005915,acct_00506,2023-12-06,basic,NA,
user_0005916,acct_00507,2023-08-08,basic,EU,
user_0005917,acct_00507,2023-08-25,power_user,NA,
user_0005918,acct_00507,2023-08-11,basic,NA,
user_0005919,acct_00507,2023-08-30,basic,LATAM,unknown_user
user_0005920,acct_00507,2023-08-20,power_user,NA,
user_0005921,acct_00507,2023-08-03,basic,NA,
user_0005922,acct_00507,2023-08-21,admin,LATAM,
user_0005923,acct_00508,2023-08-22,admin,NA,
user_0005924,acct_00508,2023-08-21,basic,EU,
user_0005925,acct_00508,2023-08-23,basic,LATAM,
user_0005926,acct_00508,2023-08-23,power_user,LATAM,
user_0005927,acct_00508,2023-08-04,power_user,APAC,unknown_user
user_0005928,acct_00508,2023-08-17,power_user,LATAM,unknown_user
user_0005929,acct_00508,2023-08-19,basic,LATAM,
user_0005930,acct_00508,2023-08-25,admin,APAC,
user_0005931,acct_00508,2023-08-24,power_user,NA,
user_0005932,acct_00508,2023-08-11,basic,APAC,
user_0005933,acct_00508,2023-08-02,admin,LATAM,unknown_user
user_0005934,acct_00508,2023-08-07,basic,EU,
user_0005935,acct_00508,2023-08-12,admin,NA,
user_0005936,acct_00508,2023-08-02,admin,NA,
user_0005937,acct_00508,2023-08-16,basic,EU,unknown_user
user_0005938,acct_00508,2023-07-29,power_user,NA,unknown_user
user_0005939,acct_00508,2023-08-08,power_user,EU,unknown_user
user_0005940,acct_00508,2023-07-29,power_user,NA,
user_0005941,acct_00508,2023-07-28,basic,NA,
user_0005942,acct_00508,2023-08-13,admin,LATAM,
user_0005943,acct_00509,2023-06-27,admin,APAC,
user_0005944,acct_00509,2023-06-27,basic,LATAM,
user_0005945,acct_00509,2023-07-02,admin,NA,unknown_user
user_0005946,acct_00509,2023-06-19,basic,NA,unknown_user
user_0005947,acct_00510,2023-12-21,power_user,NA,unknown_user
user_0005948,acct_00510,2023-12-18,basic,LATAM,
user_0005949,acct_00510,2023-12-09,admin,NA,unknown_user
user_0005950,acct_00510,2023-12-18,power_user,APAC,unknown_user
user_0005951,acct_00510,2023-12-22,power_user,LATAM,
user_0005952,acct_00510,2023-12-10,basic,LATAM,
user_0005953,acct_00510,2023-12-04,basic,EU,unknown_user
user_0005954,acct_00510,2023-12-21,power_user,APAC,
user_0005955,acct_00510,2023-12-12,power_user,EU,unknown_user
user_0005956,acct_00510,2023-12-09,basic,APAC,
user_0005957,acct_00510,2023-12-02,admin,LATAM,
user_0005958,acct_00510,2023-12-21,basic,NA,
user_0005959,acct_00510,2023-12-21,power_user,EU,
user_0005960,acct_00510,2023-12-16,basic,LATAM,unknown_user
user_0005961,acct_00510,2023-12-20,power_user,NA,
user_0005962,acct_00510,2023-12-25,basic,NA,unknown_user
user_0005963,acct_00510,2023-12-08,power_user,EU,unknown_user
user_0005964,acct_00510,2023-12-11,admin,LATAM,unknown_user
user_0005965,acct_00510,2023-12-12,basic,APAC,
user_0005966,acct_00511,2023-10-08,power_user,LATAM,
user_0005967,acct_00511,2023-10-14,basic,EU,
user_0005968,acct_00511,2023-11-02,basic,LATAM,
user_0005969,acct_00511,2023-11-03,power_user,APAC,
user_0005970,acct_00511,2023-10-18,power_user,EU,
user_0005971,acct_00511,2023-10-26,basic,EU,
user_0005972,acct_00511,2023-10-09,basic,LATAM,
user_0005973,acct_00511,2023-10-25,basic,APAC,
user_0005974,acct_00512,2023-11-13,power_user,APAC,
user_0005975,acct_00512,2023-11-28,power_user,EU,unknown_user
user_0005976,acct_00512,2023-11-29,basic,APAC,unknown_user
user_0005977,acct_00512,2023-11-01,admin,EU,
user_0005978,acct_00512,2023-11-09,basic,EU,
user_0005979,acct_00512,2023-11-01,power_user,NA,
user_0005980,acct_00512,2023-11-21,basic,APAC,
user_0005981,acct_00512,2023-11-27,basic,APAC,
user_0005982,acct_00512,2023-11-03,power_user,NA,
user_0005983,acct_00512,2023-11-06,basic,EU,unknown_user
user_0005984,acct_00512,2023-11-01,basic,LATAM,
user_0005985,acct_00512,2023-11-25,basic,LATAM,
user_0005986,acct_00512,2023-11-14,basic,APAC,
user_0005987,acct_00512,2023-11-06,power_user,LATAM,
user_0005988,acct_00512,2023-11-12,basic,NA,unknown_user
user_0005989,acct_00512,2023-11-20,power_user,LATAM,
user_0005990,acct_00512,2023-11-28,power_user,APAC,
user_0005991,acct_00512,2023-11-26,basic,EU,
user_0005992,acct_00512,2023-11-05,power_user,LATAM,
user_0005993,acct_00512,2023-11-21,admin,EU,
user_0005994,acct_00512,2023-11-11,power_user,EU,
user_0005995,acct_00513,2023-06-19,basic,NA,unknown_user
user_0005996,acct_00513,2023-06-04,power_user,APAC,
user_0005997,acct_00513,2023-05-29,power_user,NA,
user_0005998,acct_00513,2023-06-18,basic,LATAM,
user_0005999,acct_00513,2023-05-31,basic,NA,unknown_user
user_0006000,acct_00513,2023-05-29,power_user,LATAM,
user_0006001,acct_00513,2023-06-03,basic,LATAM,unknown_user
user_0006002,acct_00513,2023-06-18,power_user,NA,unknown_user
user_0006003,acct_00514,2024-06-25,admin,LATAM,
user_0006004,acct_00514,2024-06-27,power_user,NA,
user_0006005,acct_00514,2024-06-21,power_user,NA,
user_0006006,acct_00514,2024-06-19,power_user,APAC,
user_0006007,acct_00514,2024-06-20,basic,EU,
user_0006008,acct_00514,2024-05-30,basic,EU,
user_0006009,acct_00515,2023-04-03,power_user,EU,
user_0006010,acct_00515,2023-04-08,basic,LATAM,
user_0006011,acct_00515,2023-04-17,basic,LATAM,unknown_user
user_0006012,acct_00515,2023-04-16,basic,EU,
user_0006013,acct_00515,2023-04-17,basic,LATAM,
user_0006014,acct_00515,2023-04-26,admin,NA,
user_0006015,acct_00515,2023-04-14,admin,APAC,
user_0006016,acct_00515,2023-04-15,power_user,APAC,unknown_user
user_0006017,acct_00515,2023-04-25,basic,EU,
user_0006018,acct_00515,2023-04-28,basic,LATAM,
user_0006019,acct_00515,2023-04-24,basic,LATAM,
user_0006020,acct_00515,2023-04-14,admin,APAC,
user_0006021,acct_00515,2023-04-04,basic,LATAM,unknown_user
user_0006022,acct_00515,2023-04-17,power_user,APAC,
user_0006023,acct_00515,2023-04-03,power_user,APAC,
user_0006024,acct_00515,2023-04-05,basic,LATAM,unknown_user
user_0006025,acct_00516,2024-04-24,basic,NA,unknown_user
user_0006026,acct_00516,2024-04-10,basic,EU,
user_0006027,acct_00516,2024-04-25,power_user,LATAM,
user_0006028,acct_00516,2024-04-03,power_user,LATAM,
user_0006029,acct_00516,2024-04-03,basic,NA,unknown_user
user_0006030,acct_00516,2024-04-26,basic,LATAM,unknown_user
user_0006031,acct_00516,2024-04-19,admin,NA,
user_0006032,acct_00516,2024-04-05,basic,EU,
user_0006033,acct_00516,2024-04-18,power_user,EU,unknown_user
user_0006034,acct_00516,2024-04-22,basic,APAC,unknown_user
user_0006035,acct_00516,2024-03-30,power_user,EU,
user_0006036,acct_00516,2024-03-31,power_user,LATAM,unknown_user
user_0006037,acct_00516,2024-04-01,power_user,NA,
user_0006038,acct_00516,2024-04-03,power_user,APAC,unknown_user
user_0006039,acct_00517,2023-03-05,basic,NA,
user_0006040,acct_00517,2023-03-27,power_user,NA,
user_0006041,acct_00517,2023-03-04,basic,NA,
user_0006042,acct_00517,2023-03-04,basic,EU,unknown_user
user_0006043,acct_00517,2023-03-12,power_user,NA,unknown_user
user_0006044,acct_00517,2023-03-25,basic,EU,
user_0006045,acct_00517,2023-03-22,admin,APAC,unknown_user
user_0006046,acct_00517,2023-03-18,admin,LATAM,unknown_user
user_0006047,acct_00517,2023-03-22,power_user,LATAM,
user_0006048,acct_00518,2023-12-02,basic,EU,
user_0006049,acct_00518,2023-12-02,basic,EU,
user_0006050,acct_00518,2023-11-27,admin,APAC,unknown_user
user_0006051,acct_00518,2023-12-04,power_user,NA,
user_0006052,acct_00518,2023-12-01,power_user,EU,unknown_user
user_0006053,acct_00518,2023-11-10,power_user,EU,unknown_user
user_0006054,acct_00518,2023-11-19,power_user,APAC,
user_0006055,acct_00518,2023-12-04,power_user,LATAM,
user_0006056,acct_00518,2023-11-21,power_user,EU,
user_0006057,acct_00518,2023-11-21,basic,LATAM,
user_0006058,acct_00518,2023-11-28,basic,EU,unknown_user
user_0006059,acct_00518,2023-12-06,basic,NA,
user_0006060,acct_00518,2023-11-15,admin,EU,
user_0006061,acct_00518,2023-11-27,basic,LATAM,
user_0006062,acct_00518,2023-11-21,power_user,LATAM,
user_0006063,acct_00518,2023-12-06,basic,LATAM,unknown_user
user_0006064,acct_00518,2023-11-28,power_user,NA,
user_0006065,acct_00518,2023-11-16,power_user,LATAM,
user_0006066,acct_00519,2023-08-25,basic,NA,
user_0006067,acct_00519,2023-09-03,power_user,EU,
user_0006068,acct_00519,2023-09-07,basic,NA,
user_0006069,acct_00519,2023-09-08,basic,APAC,
user_0006070,acct_00519,2023-09-05,basic,NA,
user_0006071,acct_00519,2023-08-18,basic,APAC,unknown_user
user_0006072,acct_00519,2023-09-13,basic,APAC,
user_0006073,acct_00519,2023-09-04,power_user,EU,
user_0006074,acct_00519,2023-08-27,power_user,LATAM,
user_0006075,acct_00519,2023-09-13,basic,EU,unknown_user
user_0006076,acct_00519,2023-08-22,power_user,APAC,unknown_user
user_0006077,acct_00519,2023-08-26,basic,APAC,unknown_user
user_0006078,acct_00519,2023-09-03,power_user,APAC,
user_0006079,acct_00519,2023-08-20,basic,LATAM,unknown_user
user_0006080,acct_00519,2023-08-31,admin,EU,unknown_user
user_0006081,acct_00519,2023-08-21,power_user,LATAM,
user_0006082,acct_00519,2023-08-19,basic,EU,
user_0006083,acct_00519,2023-08-15,basic,APAC,
user_0006084,acct_00519,2023-09-03,admin,APAC,unknown_user
user_0006085,acct_00519,2023-09-07,basic,NA,unknown_user
user_0006086,acct_00519,2023-08-19,power_user,EU,
user_0006087,acct_00519,2023-09-06,basic,LATAM,unknown_user
user_0006088,acct_00520,2024-05-09,basic,APAC,unknown_user
user_0006089,acct_00520,2024-04-22,basic,LATAM,
user_0006090,acct_00520,2024-05-15,basic,LATAM,unknown_user
user_0006091,acct_00520,2024-05-04,basic,EU,
user_0006092,acct_00520,2024-05-17,power_user,NA,
user_0006093,acct_00520,2024-05-02,basic,NA,
user_0006094,acct_00520,2024-04-23,basic,NA,
user_0006095,acct_00521,2023-04-03,basic,NA,unknown_user
user_0006096,acct_00521,2023-04-12,power_user,APAC,
user_0006097,acct_00521,2023-03-28,power_user,APAC,
user_0006098,acct_00521,2023-04-14,power_user,NA,
user_0006099,acct_00521,2023-04-09,power_user,EU,
user_0006100,acct_00521,2023-04-13,power_user,APAC,unknown_user
user_0006101,acct_00521,2023-04-14,basic,EU,unknown_user
user_0006102,acct_00521,2023-04-10,admin,NA,unknown_user
user_0006103,acct_00521,2023-04-18,power_user,LATAM,
user_0006104,acct_00521,2023-04-04,admin,APAC,unknown_user
user_0006105,acct_00521,2023-03-24,power_user,EU,unknown_user
user_0006106,acct_00521,2023-03-31,power_user,APAC,
user_0006107,acct_00521,2023-04-13,basic,NA,
user_0006108,acct_00522,2024-03-25,admin,APAC,unknown_user
user_0006109,acct_00522,2024-04-04,basic,NA,
user_0006110,acct_00522,2024-03-18,basic,EU,
user_0006111,acct_00522,2024-03-16,basic,LATAM,
user_0006112,acct_00522,2024-03-24,power_user,NA,
user_0006113,acct_00522,2024-03-28,admin,NA,
user_0006114,acct_00522,2024-04-01,power_user,NA,
user_0006115,acct_00522,2024-03-24,admin,EU,
user_0006116,acct_00522,2024-03-17,power_user,APAC,
user_0006117,acct_00523,2023-06-28,power_user,NA,
user_0006118,acct_00523,2023-06-02,basic,EU,
user_0006119,acct_00523,2023-06-02,basic,LATAM,
user_0006120,acct_00523,2023-06-15,power_user,NA,
user_0006121,acct_00523,2023-06-07,admin,NA,unknown_user
user_0006122,acct_00523,2023-06-09,basic,APAC,
user_0006123,acct_00523,2023-06-22,power_user,LATAM,
user_0006124,acct_00523,2023-06-13,admin,LATAM,
user_0006125,acct_00523,2023-06-24,power_user,NA,
user_0006126,acct_00523,2023-07-01,admin,APAC,
user_0006127,acct_00523,2023-06-05,power_user,APAC,unknown_user
user_0006128,acct_00523,2023-06-27,basic,APAC,
user_0006129,acct_00523,2023-06-15,basic,LATAM,
user_0006130,acct_00523,2023-06-09,basic,EU,unknown_user
user_0006131,acct_00523,2023-06-04,basic,LATAM,unknown_user
user_0006132,acct_00523,2023-06-26,basic,LATAM,
user_0006133,acct_00523,2023-06-08,basic,APAC,
user_0006134,acct_00523,2023-06-21,basic,LATAM,
user_0006135,acct_00523,2023-06-05,basic,APAC,
user_0006136,acct_00523,2023-06-15,basic,NA,
user_0006137,acct_00523,2023-06-24,admin,LATAM,
user_0006138,acct_00523,2023-06-21,basic,APAC,unknown_user
user_0006139,acct_00523,2023-07-01,power_user,NA,
user_0006140,acct_00523,2023-06-02,basic,LATAM,
user_0006141,acct_00523,2023-06-06,power_user,EU,unknown_user
user_0006142,acct_00523,2023-06-25,basic,LATAM,unknown_user
user_0006143,acct_00523,2023-06-26,power_user,LATAM,
user_0006144,acct_00523,2023-06-26,power_user,NA,
user_0006145,acct_00523,2023-06-26,basic,LATAM,
user_0006146,acct_00523,2023-06-21,basic,LATAM,
user_0006147,acct_00523,2023-06-20,power_user,APAC,
user_0006148,acct_00523,2023-06-07,power_user,EU,unknown_user
user_0006149,acct_00523,2023-06-29,basic,NA,unknown_user
user_0006150,acct_00523,2023-06-22,basic,EU,
user_0006151,acct_00523,2023-06-09,power_user,LATAM,unknown_user
user_0006152,acct_00523,2023-06-29,power_user,LATAM,unknown_user
user_0006153,acct_00524,2024-02-29,admin,NA,
user_0006154,acct_00524,2024-02-22,basic,EU,unknown_user
user_0006155,acct_00524,2024-02-27,basic,APAC,
user_0006156,acct_00524,2024-02-17,basic,APAC,unknown_user
user_0006157,acct_00524,2024-02-23,basic,LATAM,
user_0006158,acct_00524,2024-02-27,power_user,LATAM,
user_0006159,acct_00524,2024-02-29,basic,LATAM,
user_0006160,acct_00524,2024-03-01,power_user,APAC,
user_0006161,acct_00524,2024-02-09,basic,EU,
user_0006162,acct_00524,2024-03-03,basic,NA,
user_0006163,acct_00524,2024-02-22,basic,APAC,
user_0006164,acct_00524,2024-02-11,basic,LATAM,
user_0006165,acct_00524,2024-03-03,admin,NA,unknown_user
user_0006166,acct_00524,2024-02-26,power_user,LATAM,
user_0006167,acct_00524,2024-02-15,basic,LATAM,unknown_user
user_0006168,acct_00524,2024-02-12,power_user,EU,unknown_user
user_0006169,acct_00524,2024-03-03,admin,EU,
user_0006170,acct_00524,2024-02-09,power_user,APAC,unknown_user
user_0006171,acct_00524,2024-03-05,basic,EU,
user_0006172,acct_00524,2024-02-18,basic,NA,unknown_user
user_0006173,acct_00524,2024-02-16,basic,LATAM,
user_0006174,acct_00524,2024-02-17,admin,NA,
user_0006175,acct_00524,2024-02-13,admin,LATAM,
user_0006176,acct_00524,2024-02-11,power_user,EU,unknown_user
user_0006177,acct_00524,2024-02-20,basic,LATAM,
user_0006178,acct_00524,2024-02-15,admin,APAC,
user_0006179,acct_00524,2024-02-27,basic,APAC,
