user_id,intervention_id,collab_activated_flag,activation_date,outcome_window_days
user_0002905,intv_0001266,1.0,2023-06-06,21
user_0002907,intv_0001267,0.0,,21
user_0002908,intv_0001268,0.0,,21
user_0002912,intv_0001269,1.0,2023-04-05,21
user_0002913,intv_0001270,0.0,,21
user_0002917,intv_0001271,0.0,,21
user_0002918,intv_0001272,0.0,,21
user_0002919,intv_0001273,0.0,,21
user_0002921,intv_0001274,0.0,,21
user_0002924,intv_0001275,0.0,,21
user_0002925,intv_0001276,1.0,2023-04-08,21
user_0002926,intv_0001277,1.0,2023-03-31,21
user_0002928,intv_0001278,0.0,,21
user_0002930,intv_0001279,1.0,2023-04-01,21
user_0002936,intv_0001280,0.0,,21
user_0002937,intv_0001281,0.0,,21
user_0002940,intv_0001282,,,21
user_0002941,intv_0001283,1.0,2023-03-23,21
user_0002942,intv_0001284,0.0,,21
user_0002944,intv_0001285,0.0,,21
user_0002948,intv_0001286,0.0,,21
user_0002950,intv_0001287,0.0,,21
user_0002951,intv_0001288,1.0,2023-06-17,21
user_0002954,intv_0001289,0.0,,21
user_0002955,intv_0001290,0.0,,21
user_0002956,intv_0001291,0.0,,21
user_0002957,intv_0001292,0.0,,21
user_0002959,intv_0001293,1.0,2023-07-12,21
user_0002962,intv_0001294,1.0,2023-07-06,21
user_0002963,intv_0001295,0.0,,21
user_0002964,intv_0001296,0.0,,21
user_0002968,intv_0001297,0.0,,21
user_0002970,intv_0001298,0.0,,21
user_0002974,intv_0001299,0.0,,21
user_0002975,intv_0001300,0.0,,21
user_0002978,intv_0001301,1.0,2024-04-01,21
user_0002980,intv_0001302,1.0,2023-08-14,21
user_0002982,intv_0001303,0.0,,21
user_0002983,intv_0001304,1.0,2023-08-06,21
user_0002992,intv_0001305,0.0,,21
user_0002995,intv_0001306,0.0,,21
user_0002997,intv_0001307,1.0,2023-07-21,21
user_0003003,intv_0001308,0.0,,21
user_0003004,intv_0001309,0.0,,21
user_0003006,intv_0001310,0.0,,21
user_0003009,intv_0001311,0.0,,21
user_0003010,intv_0001312,0.0,,21
user_0003011,intv_0001313,0.0,,21
user_0003017,intv_0001314,1.0,2024-01-25,21
user_0003018,intv_0001315,0.0,,21
user_0003024,intv_0001316,0.0,,21
user_0003025,intv_0001317,1.0,2023-10-28,21
user_0003028,intv_0001318,1.0,2023-11-14,21
user_0003029,intv_0001319,0.0,,21
user_0003037,intv_0001320,0.0,,21
user_0003041,intv_0001321,0.0,,21
user_0003042,intv_0001322,0.0,,21
user_0003046,intv_0001323,,,21
user_0003047,intv_0001324,1.0,2023-06-07,21
user_0003049,intv_0001325,0.0,,21
user_0003052,intv_0001326,0.0,,21
user_0003054,intv_0001327,0.0,,21
user_0003056,intv_0001328,,,21
user_0003058,intv_0001329,0.0,,21
user_0003060,intv_0001330,0.0,,21
user_0003061,intv_0001331,0.0,,21
user_0003064,intv_0001332,0.0,,21
user_0003068,intv_0001333,0.0,,21
user_0003069,intv_0001334,0.0,,21
user_0003071,intv_0001335,0.0,,21
user_0003076,intv_0001336,0.0,,21
user_0003078,intv_0001337,0.0,,21
user_0003079,intv_0001338,0.0,,21
user_0003084,intv_0001339,0.0,,21
user_0003087,intv_0001340,0.0,,21
user_0003089,intv_0001341,0.0,,21
user_0003090,intv_0001342,0.0,,21
user_0003091,intv_0001343,1.0,2023-08-11,21
user_0003097,intv_0001344,0.0,,21
user_0003101,intv_0001345,0.0,,21
user_0003102,intv_0001346,0.0,,21
user_0003103,intv_0001347,1.0,2023-10-24,21
user_0003107,intv_0001348,0.0,,21
user_0003108,intv_0001349,0.0,,21
user_0003109,intv_0001350,1.0,2023-06-07,21
user_0003111,intv_0001351,,,21
user_0003112,intv_0001352,1.0,2023-04-25,21
user_0003113,intv_0001353,0.0,,21
user_0003115,intv_0001354,0.0,,21
user_0003117,intv_0001355,0.0,,21
user_0003119,intv_0001356,0.0,,21
user_0003123,intv_0001357,0.0,,21
user_0003125,intv_0001358,,,21
user_0003126,intv_0001359,0.0,,21
user_0003137,intv_0001360,0.0,,21
user_0003139,intv_0001361,0.0,,21
user_0003141,intv_0001362,0.0,,21
user_0003142,intv_0001363,0.0,,21
user_0003147,intv_0001364,0.0,,21
user_0003150,intv_0001365,0.0,,21
user_0003151,intv_0001366,0.0,,21
user_0003153,intv_0001367,0.0,,21
user_0003156,intv_0001368,0.0,,21
user_0003157,intv_0001369,,,21
user_0003159,intv_0001370,0.0,,21
user_0003162,intv_0001371,0.0,,21
user_0003163,intv_0001372,0.0,,21
user_0003166,intv_0001373,,,21
user_0003167,intv_0001374,0.0,,21
user_0003170,intv_0001375,1.0,2024-05-09,21
user_0003173,intv_0001376,0.0,,21
user_0003174,intv_0001377,0.0,,21
user_0003176,intv_0001378,0.0,,21
user_0003177,intv_0001379,0.0,,21
user_0003178,intv_0001380,0.0,,21
user_0003183,intv_0001381,0.0,,21
user_0003187,intv_0001382,0.0,,21
user_0003191,intv_0001383,,,21
user_0003192,intv_0001384,0.0,,21
user_0003194,intv_0001385,0.0,,21
user_0003195,intv_0001386,0.0,,21
user_0003198,intv_0001387,1.0,2023-06-21,21
user_0003201,intv_0001388,0.0,,21
user_0003207,intv_0001389,0.0,,21
user_0003208,intv_0001390,0.0,,21
user_0003210,intv_0001391,0.0,,21
user_0003211,intv_0001392,0.0,,21
user_0003213,intv_0001393,0.0,,21
user_0003215,intv_0001394,0.0,,21
user_0003216,intv_0001395,1.0,2024-05-29,21
user_0003218,intv_0001396,0.0,,21
user_0003219,intv_0001397,0.0,,21
user_0003224,intv_0001398,0.0,,21
user_0003227,intv_0001399,0.0,,21
user_0003231,intv_0001400,0.0,,21
user_0003233,intv_0001401,1.0,2023-05-20,21
user_0003235,intv_0001402,0.0,,21
user_0003236,intv_0001403,0.0,,21
user_0003242,intv_0001404,0.0,,21
user_0003243,intv_0001405,0.0,,21
user_0003245,intv_0001406,0.0,,21
user_0003248,intv_0001407,0.0,,21
user_0003250,intv_0001408,0.0,,21
user_0003256,intv_0001409,0.0,,21
user_0003257,intv_0001410,1.0,2023-04-12,21
user_0003261,intv_0001411,0.0,,21
user_0003263,intv_0001412,1.0,2023-06-17,21
user_0003264,intv_0001413,1.0,2023-06-10,21
user_0003269,intv_0001414,,,21
user_0003275,intv_0001415,0.0,,21
user_0003279,intv_0001416,0.0,,21
user_0003282,intv_0001417,0.0,,21
user_0003283,intv_0001418,1.0,2023-10-12,21
user_0003284,intv_0001419,1.0,2023-10-13,21
user_0003285,intv_0001420,0.0,,21
user_0003287,intv_0001421,1.0,2023-04-08,21
user_0003289,intv_0001422,0.0,,21
user_0003290,intv_0001423,0.0,,21
user_0003291,intv_0001424,0.0,,21
user_0003292,intv_0001425,0.0,,21
user_0003293,intv_0001426,0.0,,21
user_0003295,intv_0001427,,,21
user_0003298,intv_0001428,0.0,,21
user_0003299,intv_0001429,0.0,,21
user_0003300,intv_0001430,0.0,,21
user_0003302,intv_0001431,1.0,2023-06-04,21
user_0003309,intv_0001432,0.0,,21
user_0003312,intv_0001433,,,21
user_0003313,intv_0001434,,,21
user_0003314,intv_0001435,1.0,2023-05-28,21
user_0003315,intv_0001436,0.0,,21
user_0003316,intv_0001437,0.0,,21
user_0003317,intv_0001438,1.0,2023-06-24,21
user_0003319,intv_0001439,0.0,,21
user_0003322,intv_0001440,0.0,,21
user_0003326,intv_0001441,0.0,,21
user_0003330,intv_0001442,0.0,,21
user_0003331,intv_0001443,0.0,,21
user_0003332,intv_0001444,0.0,,21
user_0003335,intv_0001445,0.0,,21
user_0003338,intv_0001446,0.0,,21
user_0003341,intv_0001447,1.0,2023-03-06,21
user_0003343,intv_0001448,0.0,,21
user_0003344,intv_0001449,1.0,2023-04-08,21
user_0003345,intv_0001450,1.0,2023-04-04,21
user_0003348,intv_0001451,0.0,,21
user_0003357,intv_0001452,0.0,,21
user_0003363,intv_0001453,,,21
user_0003365,intv_0001454,0.0,,21
user_0003375,intv_0001455,0.0,,21
user_0003376,intv_0001456,0.0,,21
user_0003377,intv_0001457,0.0,,21
user_0003379,intv_0001458,0.0,,21
user_0003381,intv_0001459,0.0,,21
user_0003382,intv_0001460,0.0,,21
user_0003383,intv_0001461,0.0,,21
user_0003384,intv_0001462,1.0,2023-11-16,21
user_0003387,intv_0001463,1.0,2023-11-04,21
user_0003388,intv_0001464,1.0,2024-03-02,21
user_0003390,intv_0001465,1.0,2024-03-24,21
user_0003391,intv_0001466,1.0,2024-03-17,21
user_0003394,intv_0001467,0.0,,21
user_0003395,intv_0001468,0.0,,21
user_0003396,intv_0001469,0.0,,21
user_0003397,intv_0001470,,,21
user_0003399,intv_0001471,0.0,,21
user_0003401,intv_0001472,0.0,,21
user_0003403,intv_0001473,0.0,,21
user_0003406,intv_0001474,0.0,,21
user_0003409,intv_0001475,0.0,,21
user_0003411,intv_0001476,1.0,2024-07-05,21
user_0003412,intv_0001477,0.0,,21
user_0003415,intv_0001478,0.0,,21
user_0003418,intv_0001479,0.0,,21
user_0003422,intv_0001480,0.0,,21
user_0003423,intv_0001481,0.0,,21
user_0003424,intv_0001482,0.0,,21
user_0003426,intv_0001483,1.0,2023-07-09,21
user_0003427,intv_0001484,0.0,,21
user_0003428,intv_0001485,0.0,,21
user_0003429,intv_0001486,0.0,,21
user_0003430,intv_0001487,0.0,,21
user_0003436,intv_0001488,0.0,,21
user_0003439,intv_0001489,0.0,,21
user_0003442,intv_0001490,1.0,2023-07-08,21
user_0003445,intv_0001491,0.0,,21
user_0003446,intv_0001492,0.0,,21
user_0003450,intv_0001493,0.0,,21
user_0003451,intv_0001494,0.0,,21
user_0003456,intv_0001495,0.0,,21
user_0003458,intv_0001496,,,21
user_0003459,intv_0001497,1.0,2024-06-23,21
user_0003460,intv_0001498,0.0,,21
user_0003461,intv_0001499,0.0,,21
user_0003462,intv_0001500,0.0,,21
user_0003464,intv_0001501,1.0,2024-06-05,21
user_0003466,intv_0001502,0.0,,21
user_0003471,intv_0001503,1.0,2024-05-26,21
user_0003474,intv_0001504,0.0,,21
user_0003476,intv_0001505,0.0,,21
user_0003478,intv_0001506,0.0,,21
user_0003479,intv_0001507,0.0,,21
user_0003481,intv_0001508,0.0,,21
user_0003483,intv_0001509,0.0,,21
user_0003486,intv_0001510,0.0,,21
user_0003489,intv_0001511,0.0,,21
user_0003491,intv_0001512,,,21
user_0003492,intv_0001513,0.0,,21
user_0003493,intv_0001514,0.0,,21
user_0003495,intv_0001515,0.0,,21
user_0003499,intv_0001516,,,21
user_0003504,intv_0001517,0.0,,21
user_0003505,intv_0001518,1.0,2024-03-29,21
user_0003507,intv_0001519,0.0,,21
user_0003509,intv_0001520,0.0,,21
user_0003516,intv_0001521,0.0,,21
user_0003519,intv_0001522,1.0,2024-05-25,21
user_0003524,intv_0001523,0.0,,21
user_0003525,intv_0001524,1.0,2024-05-20,21
user_0003526,intv_0001525,0.0,,21
user_0003527,intv_0001526,0.0,,21
user_0003528,intv_0001527,0.0,,21
user_0003529,intv_0001528,0.0,,21
user_0003532,intv_0001529,0.0,,21
user_0003534,intv_0001530,0.0,,21
user_0003538,intv_0001531,0.0,,21
user_0003539,intv_0001532,0.0,,21
user_0003540,intv_0001533,0.0,,21
user_0003541,intv_0001534,1.0,2023-04-03,21
user_0003542,intv_0001535,1.0,2023-04-10,21
user_0003545,intv_0001536,0.0,,21
user_0003550,intv_0001537,0.0,,21
user_0003560,intv_0001538,0.0,,21
user_0003571,intv_0001539,1.0,2023-07-16,21
user_0003575,intv_0001540,0.0,,21
user_0003576,intv_0001541,0.0,,21
user_0003577,intv_0001542,0.0,,21
user_0003578,intv_0001543,0.0,,21
user_0003579,intv_0001544,1.0,2024-02-14,21
user_0003586,intv_0001545,0.0,,21
user_0003587,intv_0001546,1.0,2023-04-17,21
user_0003590,intv_0001547,0.0,,21
user_0003591,intv_0001548,0.0,,21
user_0003592,intv_0001549,0.0,,21
user_0003593,intv_0001550,1.0,2023-05-05,21
user_0003595,intv_0001551,0.0,,21
user_0003596,intv_0001552,1.0,2023-05-01,21
user_0003597,intv_0001553,0.0,,21
user_0003602,intv_0001554,1.0,2023-04-12,21
user_0003603,intv_0001555,0.0,,21
user_0003606,intv_0001556,0.0,,21
user_0003609,intv_0001557,1.0,2023-06-28,21
user_0003610,intv_0001558,0.0,,21
user_0003614,intv_0001559,1.0,2023-06-03,21
user_0003618,intv_0001560,0.0,,21
user_0003621,intv_0001561,0.0,,21
user_0003623,intv_0001562,0.0,,21
user_0003625,intv_0001563,1.0,2024-01-10,21
user_0003631,intv_0001564,0.0,,21
user_0003633,intv_0001565,0.0,,21
user_0003637,intv_0001566,1.0,2023-07-23,21
user_0003639,intv_0001567,1.0,2023-08-08,21
user_0003640,intv_0001568,0.0,,21
user_0003641,intv_0001569,0.0,,21
user_0003643,intv_0001570,0.0,,21
user_0003644,intv_0001571,0.0,,21
user_0003645,intv_0001572,0.0,,21
user_0003650,intv_0001573,0.0,,21
user_0003651,intv_0001574,0.0,,21
user_0003653,intv_0001575,0.0,,21
user_0003656,intv_0001576,0.0,,21
user_0003660,intv_0001577,0.0,,21
user_0003661,intv_0001578,0.0,,21
user_0003662,intv_0001579,0.0,,21
user_0003663,intv_0001580,0.0,,21
user_0003665,intv_0001581,1.0,2023-05-07,21
user_0003669,intv_0001582,0.0,,21
user_0003670,intv_0001583,0.0,,21
user_0003671,intv_0001584,1.0,2024-05-20,21
user_0003672,intv_0001585,0.0,,21
user_0003673,intv_0001586,1.0,2024-06-09,21
user_0003674,intv_0001587,0.0,,21
user_0003676,intv_0001588,0.0,,21
user_0003678,intv_0001589,0.0,,21
user_0003679,intv_0001590,0.0,,21
user_0003680,intv_0001591,0.0,,21
user_0003682,intv_0001592,1.0,2024-05-31,21
user_0003685,intv_0001593,0.0,,21
user_0003690,intv_0001594,0.0,,21
user_0003692,intv_0001595,0.0,,21
user_0003696,intv_0001596,0.0,,21
user_0003698,intv_0001597,0.0,,21
user_0003703,intv_0001598,0.0,,21
user_0003704,intv_0001599,0.0,,21
user_0003706,intv_0001600,0.0,,21
user_0003707,intv_0001601,0.0,,21
user_0003708,intv_0001602,,,21
user_0003710,intv_0001603,0.0,,21
user_0003711,intv_0001604,0.0,,21
user_0003712,intv_0001605,0.0,,21
user_0003713,intv_0001606,0.0,,21
user_0003717,intv_0001607,1.0,2024-07-16,21
user_0003718,intv_0001608,,,21
user_0003720,intv_0001609,0.0,,21
user_0003724,intv_0001610,1.0,2024-06-30,21
user_0003730,intv_0001611,0.0,,21
user_0003735,intv_0001612,1.0,2023-03-24,21
user_0003736,intv_0001613,0.0,,21
user_0003739,intv_0001614,0.0,,21
user_0003742,intv_0001615,1.0,2023-12-23,21
user_0003743,intv_0001616,0.0,,21
user_0003745,intv_0001617,,,21
user_0003746,intv_0001618,0.0,,21
user_0003748,intv_0001619,0.0,,21
user_0003752,intv_0001620,0.0,,21
user_0003753,intv_0001621,0.0,,21
user_0003755,intv_0001622,0.0,,21
user_0003759,intv_0001623,0.0,,21
user_0003760,intv_0001624,0.0,,21
user_0003761,intv_0001625,1.0,2023-09-12,21
user_0003762,intv_0001626,0.0,,21
user_0003763,intv_0001627,1.0,2023-08-31,21
user_0003766,intv_0001628,0.0,,21
user_0003769,intv_0001629,0.0,,21
user_0003770,intv_0001630,0.0,,21
user_0003772,intv_0001631,0.0,,21
user_0003773,intv_0001632,0.0,,21
user_0003775,intv_0001633,0.0,,21
user_0003776,intv_0001634,,,21
user_0003777,intv_0001635,1.0,2024-06-16,21
user_0003779,intv_0001636,1.0,2024-06-27,21
user_0003782,intv_0001637,0.0,,21
user_0003783,intv_0001638,0.0,,21
user_0003784,intv_0001639,1.0,2024-05-14,21
user_0003785,intv_0001640,1.0,2024-05-16,21
user_0003787,intv_0001641,0.0,,21
user_0003789,intv_0001642,0.0,,21
user_0003790,intv_0001643,,,21
user_0003792,intv_0001644,0.0,,21
user_0003793,intv_0001645,0.0,,21
user_0003794,intv_0001646,0.0,,21
user_0003795,intv_0001647,0.0,,21
user_0003797,intv_0001648,0.0,,21
user_0003799,intv_0001649,0.0,,21
user_0003800,intv_0001650,0.0,,21
user_0003802,intv_0001651,0.0,,21
user_0003804,intv_0001652,0.0,,21
user_0003805,intv_0001653,0.0,,21
user_0003808,intv_0001654,0.0,,21
user_0003814,intv_0001655,,,21
user_0003815,intv_0001656,0.0,,21
user_0003818,intv_0001657,0.0,,21
user_0003823,intv_0001658,0.0,,21
user_0003824,intv_0001659,0.0,,21
user_0003826,intv_0001660,0.0,,21
user_0003827,intv_0001661,0.0,,21
user_0003830,intv_0001662,1.0,2024-07-12,21
user_0003832,intv_0001663,0.0,,21
user_0003834,intv_0001664,1.0,2024-07-05,21
user_0003836,intv_0001665,,,21
user_0003839,intv_0001666,0.0,,21
user_0003844,intv_0001667,1.0,2023-11-04,21
user_0003845,intv_0001668,0.0,,21
user_0003848,intv_0001669,,,21
user_0003854,intv_0001670,0.0,,21
user_0003859,intv_0001671,1.0,2024-03-17,21
user_0003862,intv_0001672,0.0,,21
user_0003866,intv_0001673,0.0,,21
user_0003868,intv_0001674,1.0,2023-10-20,21
user_0003869,intv_0001675,0.0,,21
user_0003871,intv_0001676,0.0,,21
user_0003873,intv_0001677,0.0,,21
user_0003875,intv_0001678,0.0,,21
user_0003877,intv_0001679,0.0,,21
user_0003879,intv_0001680,0.0,,21
user_0003882,intv_0001681,0.0,,21
user_0003884,intv_0001682,0.0,,21
user_0003885,intv_0001683,,,21
user_0003886,intv_0001684,0.0,,21
user_0003891,intv_0001685,0.0,,21
user_0003893,intv_0001686,1.0,2023-11-24,21
user_0003894,intv_0001687,1.0,2023-11-28,21
user_0003895,intv_0001688,0.0,,21
user_0003898,intv_0001689,0.0,,21
user_0003901,intv_0001690,0.0,,21
user_0003902,intv_0001691,0.0,,21
user_0003904,intv_0001692,0.0,,21
user_0003905,intv_0001693,0.0,,21
user_0003906,intv_0001694,1.0,2024-06-29,21
user_0003909,intv_0001695,1.0,2024-06-29,21
user_0003911,intv_0001696,0.0,,21
user_0003913,intv_0001697,0.0,,21
user_0003914,intv_0001698,0.0,,21
user_0003915,intv_0001699,1.0,2023-12-12,21
user_0003916,intv_0001700,0.0,,21
user_0003917,intv_0001701,,,21
user_0003922,intv_0001702,0.0,,21
user_0003923,intv_0001703,0.0,,21
user_0003924,intv_0001704,0.0,,21
user_0003927,intv_0001705,0.0,,21
user_0003929,intv_0001706,0.0,,21
user_0003932,intv_0001707,0.0,,21
user_0003933,intv_0001708,0.0,,21
user_0003934,intv_0001709,0.0,,21
user_0003937,intv_0001710,0.0,,21
user_0003938,intv_0001711,0.0,,21
user_0003939,intv_0001712,0.0,,21
user_0003940,intv_0001713,0.0,,21
user_0003941,intv_0001714,0.0,,21
user_0003944,intv_0001715,0.0,,21
user_0003946,intv_0001716,0.0,,21
user_0003947,intv_0001717,0.0,,21
user_0003948,intv_0001718,0.0,,21
user_0003949,intv_0001719,0.0,,21
user_0003950,intv_0001720,,,21
user_0003951,intv_0001721,1.0,2023-03-25,21
user_0003954,intv_0001722,,,21
user_0003955,intv_0001723,0.0,,21
user_0003957,intv_0001724,0.0,,21
user_0003958,intv_0001725,0.0,,21
user_0003960,intv_0001726,0.0,,21
user_0003961,intv_0001727,0.0,,21
user_0003963,intv_0001728,0.0,,21
user_0003965,intv_0001729,0.0,,21
user_0003966,intv_0001730,1.0,2023-03-25,21
user_0003967,intv_0001731,1.0,2023-05-15,21
user_0003968,intv_0001732,,,21
user_0003970,intv_0001733,0.0,,21
user_0003971,intv_0001734,1.0,2023-06-03,21
user_0003974,intv_0001735,0.0,,21
user_0003976,intv_0001736,0.0,,21
user_0003978,intv_0001737,0.0,,21
user_0003979,intv_0001738,0.0,,21
user_0003980,intv_0001739,1.0,2023-04-25,21
user_0003984,intv_0001740,,,21
user_0003985,intv_0001741,0.0,,21
user_0003987,intv_0001742,0.0,,21
user_0003988,intv_0001743,,,21
user_0003991,intv_0001744,,,21
user_0003993,intv_0001745,0.0,,21
user_0003998,intv_0001746,0.0,,21
user_0003999,intv_0001747,0.0,,21
user_0004000,intv_0001748,0.0,,21
user_0004003,intv_0001749,0.0,,21
user_0004004,intv_0001750,0.0,,21
user_0004008,intv_0001751,0.0,,21
user_0004011,intv_0001752,0.0,,21
user_0004012,intv_0001753,0.0,,21
user_0004014,intv_0001754,1.0,2023-07-27,21
user_0004016,intv_0001755,0.0,,21
user_0004017,intv_0001756,0.0,,21
user_0004018,intv_0001757,1.0,2023-08-24,21
user_0004020,intv_0001758,0.0,,21
user_0004023,intv_0001759,0.0,,21
user_0004030,intv_0001760,0.0,,21
user_0004033,intv_0001761,0.0,,21
user_0004036,intv_0001762,0.0,,21
user_0004037,intv_0001763,0.0,,21
user_0004040,intv_0001764,0.0,,21
user_0004041,intv_0001765,0.0,,21
user_0004045,intv_0001766,0.0,,21
user_0004046,intv_0001767,0.0,,21
user_0004047,intv_0001768,0.0,,21
user_0004048,intv_0001769,0.0,,21
user_0004049,intv_0001770,1.0,2023-10-04,21
user_0004052,intv_0001771,0.0,,21
user_0004053,intv_0001772,0.0,,21
user_0004056,intv_0001773,0.0,,21
user_0004059,intv_0001774,0.0,,21
user_0004060,intv_0001775,0.0,,21
user_0004061,intv_0001776,0.0,,21
user_0004062,intv_0001777,0.0,,21
user_0004071,intv_0001778,0.0,,21
user_0004072,intv_0001779,0.0,,21
user_0004074,intv_0001780,0.0,,21
user_0004075,intv_0001781,0.0,,21
user_0004076,intv_0001782,0.0,,21
user_0004077,intv_0001783,,,21
user_0004078,intv_0001784,1.0,2023-07-06,21
user_0004080,intv_0001785,1.0,2023-06-10,21
user_0004081,intv_0001786,0.0,,21
user_0004083,intv_0001787,1.0,2023-07-04,21
user_0004085,intv_0001788,0.0,,21
user_0004086,intv_0001789,0.0,,21
user_0004087,intv_0001790,0.0,,21
user_0004093,intv_0001791,0.0,,21
user_0004094,intv_0001792,1.0,2023-06-20,21
user_0004098,intv_0001793,1.0,2023-05-21,21
user_0004099,intv_0001794,0.0,,21
user_0004101,intv_0001795,0.0,,21
user_0004102,intv_0001796,0.0,,21
user_0004105,intv_0001797,0.0,,21
user_0004106,intv_0001798,0.0,,21
user_0004107,intv_0001799,0.0,,21
user_0004111,intv_0001800,0.0,,21
user_0004114,intv_0001801,0.0,,21
user_0004116,intv_0001802,0.0,,21
user_0004118,intv_0001803,1.0,2023-12-09,21
user_0004120,intv_0001804,0.0,,21
user_0004129,intv_0001805,1.0,2023-06-29,21
user_0004131,intv_0001806,1.0,2023-11-26,21
user_0004137,intv_0001807,,,21
user_0004141,intv_0001808,0.0,,21
user_0004144,intv_0001809,0.0,,21
user_0004146,intv_0001810,1.0,2024-04-15,21
user_0004149,intv_0001811,0.0,,21
user_0004151,intv_0001812,0.0,,21
user_0004153,intv_0001813,0.0,,21
user_0004154,intv_0001814,0.0,,21
user_0004164,intv_0001815,0.0,,21
user_0004165,intv_0001816,0.0,,21
user_0004169,intv_0001817,1.0,2023-07-09,21
user_0004170,intv_0001818,0.0,,21
user_0004171,intv_0001819,0.0,,21
user_0004175,intv_0001820,1.0,2023-07-04,21
user_0004177,intv_0001821,0.0,,21
user_0004183,intv_0001822,1.0,2024-04-22,21
user_0004184,intv_0001823,0.0,,21
user_0004187,intv_0001824,1.0,2024-02-28,21
user_0004188,intv_0001825,0.0,,21
user_0004194,intv_0001826,1.0,2024-03-01,21
user_0004196,intv_0001827,0.0,,21
user_0004198,intv_0001828,0.0,,21
user_0004199,intv_0001829,0.0,,21
user_0004200,intv_0001830,0.0,,21
user_0004201,intv_0001831,0.0,,21
user_0004203,intv_0001832,0.0,,21
user_0004206,intv_0001833,0.0,,21
user_0004207,intv_0001834,0.0,,21
user_0004208,intv_0001835,0.0,,21
user_0004212,intv_0001836,1.0,2023-04-23,21
user_0004213,intv_0001837,0.0,,21
user_0004216,intv_0001838,0.0,,21
user_0004217,intv_0001839,,,21
user_0004218,intv_0001840,0.0,,21
user_0004220,intv_0001841,0.0,,21
user_0004221,intv_0001842,0.0,,21
user_0004231,intv_0001843,0.0,,21
user_0004232,intv_0001844,0.0,,21
user_0004233,intv_0001845,0.0,,21
user_0004234,intv_0001846,1.0,2023-10-08,21
user_0004235,intv_0001847,0.0,,21
user_0004236,intv_0001848,0.0,,21
user_0004237,intv_0001849,0.0,,21
user_0004240,intv_0001850,0.0,,21
user_0004241,intv_0001851,0.0,,21
user_0004244,intv_0001852,0.0,,21
user_0004245,intv_0001853,0.0,,21
user_0004247,intv_0001854,1.0,2024-04-28,21
user_0004249,intv_0001855,0.0,,21
user_0004251,intv_0001856,0.0,,21
user_0004252,intv_0001857,0.0,,21
user_0004253,intv_0001858,0.0,,21
user_0004258,intv_0001859,0.0,,21
user_0004262,intv_0001860,0.0,,21
user_0004264,intv_0001861,0.0,,21
user_0004265,intv_0001862,0.0,,21
user_0004268,intv_0001863,0.0,,21
user_0004270,intv_0001864,0.0,,21
user_0004273,intv_0001865,0.0,,21
user_0004274,intv_0001866,0.0,,21
user_0004276,intv_0001867,0.0,,21
user_0004278,intv_0001868,0.0,,21
user_0004279,intv_0001869,1.0,2023-05-18,21
user_0004282,intv_0001870,1.0,2023-05-29,21
user_0004283,intv_0001871,0.0,,21
user_0004285,intv_0001872,0.0,,21
user_0004286,intv_0001873,0.0,,21
user_0004288,intv_0001874,0.0,,21
user_0004289,intv_0001875,0.0,,21
user_0004293,intv_0001876,0.0,,21
user_0004294,intv_0001877,0.0,,21
user_0004297,intv_0001878,1.0,2024-05-27,21
user_0004298,intv_0001879,0.0,,21
user_0004299,intv_0001880,0.0,,21
user_0004302,intv_0001881,0.0,,21
user_0004303,intv_0001882,0.0,,21
user_0004304,intv_0001883,1.0,2023-09-06,21
user_0004306,intv_0001884,0.0,,21
user_0004307,intv_0001885,0.0,,21
user_0004309,intv_0001886,0.0,,21
user_0004311,intv_0001887,0.0,,21
user_0004312,intv_0001888,0.0,,21
user_0004313,intv_0001889,0.0,,21
user_0004314,intv_0001890,0.0,,21
user_0004315,intv_0001891,0.0,,21
user_0004318,intv_0001892,1.0,2023-09-12,21
user_0004319,intv_0001893,1.0,2023-08-25,21
user_0004321,intv_0001894,0.0,,21
user_0004322,intv_0001895,0.0,,21
user_0004323,intv_0001896,0.0,,21
user_0004324,intv_0001897,1.0,2023-08-17,21
user_0004325,intv_0001898,0.0,,21
user_0004333,intv_0001899,0.0,,21
user_0004336,intv_0001900,0.0,,21
user_0004338,intv_0001901,0.0,,21
user_0004339,intv_0001902,0.0,,21
user_0004340,intv_0001903,0.0,,21
user_0004341,intv_0001904,0.0,,21
user_0004342,intv_0001905,0.0,,21
user_0004343,intv_0001906,0.0,,21
user_0004344,intv_0001907,0.0,,21
user_0004345,intv_0001908,0.0,,21
user_0004346,intv_0001909,1.0,2023-10-20,21
user_0004349,intv_0001910,1.0,2023-06-14,21
user_0004351,intv_0001911,0.0,,21
user_0004352,intv_0001912,0.0,,21
user_0004353,intv_0001913,0.0,,21
user_0004355,intv_0001914,0.0,,21
user_0004356,intv_0001915,0.0,,21
user_0004357,intv_0001916,0.0,,21
user_0004359,intv_0001917,0.0,,21
user_0004362,intv_0001918,0.0,,21
user_0004365,intv_0001919,0.0,,21
user_0004372,intv_0001920,1.0,2024-06-02,21
user_0004374,intv_0001921,1.0,2023-05-31,21
user_0004376,intv_0001922,0.0,,21
user_0004377,intv_0001923,0.0,,21
user_0004385,intv_0001924,0.0,,21
user_0004387,intv_0001925,0.0,,21
user_0004388,intv_0001926,0.0,,21
user_0004389,intv_0001927,0.0,,21
user_0004392,intv_0001928,0.0,,21
user_0004393,intv_0001929,0.0,,21
user_0004394,intv_0001930,1.0,2023-10-12,21
user_0004396,intv_0001931,0.0,,21
