user_id,account_id,intervention_id,treatment_flag,outcome_observed_flag,collab_activated_flag,login_days_l7,login_days_30d,core_actions_30d,collab_actions_30d,time_spent_30d,feature_diversity_avg_30d,days_observed_30d,days_since_last_active,plan_tier,role_type
user_0006846,acct_00582,intv_0003034,1,1,0.0,3,12.0,56.0,2,341.0,1.1666666666666667,12,1,starter,basic
user_0006848,acct_00582,intv_0003035,0,1,0.0,3,12.0,58.0,3,318.0,1.0833333333333333,12,1,starter,basic
user_0006851,acct_00582,intv_0003036,0,1,0.0,2,10.0,46.0,2,295.0,1.2,10,3,starter,basic
user_0006853,acct_00582,intv_0003037,0,1,0.0,1,6.0,30.0,3,183.0,1.0,6,2,starter,basic
user_0006854,acct_00582,intv_0003038,0,1,0.0,2,10.0,40.0,4,245.0,1.1,10,3,starter,basic
user_0006855,acct_00582,intv_0003039,1,1,0.0,3,11.0,61.0,1,347.0,1.0909090909090908,11,3,starter,basic
user_0006858,acct_00582,intv_0003040,1,1,1.0,1,8.0,38.0,0,219.0,1.125,8,3,starter,basic
user_0006860,acct_00583,intv_0003041,0,1,0.0,4,9.0,46.0,2,287.0,1.1111111111111112,9,2,starter,basic
user_0006862,acct_00583,intv_0003042,1,1,0.0,2,9.0,40.0,3,214.0,1.0,9,3,starter,basic
user_0006864,acct_00583,intv_0003043,1,1,0.0,5,26.0,1545.0,0,6188.0,1.0769230769230769,26,3,starter,basic
user_0006870,acct_00583,intv_0003044,0,1,0.0,2,9.0,39.0,5,224.0,1.1111111111111112,9,1,starter,basic
user_0006876,acct_00584,intv_0003045,0,0,,1,11.0,65.0,7,355.0,1.0909090909090908,11,3,growth,basic
user_0006881,acct_00585,intv_0003046,1,1,1.0,6,29.0,1762.0,0,7128.0,1.0689655172413792,29,2,starter,admin
user_0006884,acct_00585,intv_0003047,1,1,0.0,1,6.0,28.0,1,188.0,1.0,6,3,starter,basic
user_0006886,acct_00586,intv_0003048,0,1,0.0,6,29.0,1698.0,0,6690.0,1.0689655172413792,29,1,starter,admin
user_0006887,acct_00586,intv_0003049,1,1,0.0,2,8.0,35.0,3,212.0,1.0,8,3,starter,basic
user_0006888,acct_00586,intv_0003050,1,1,0.0,6,29.0,1640.0,0,6822.0,1.0344827586206897,29,2,starter,admin
user_0006889,acct_00586,intv_0003051,0,1,0.0,3,11.0,57.0,0,334.0,1.0,11,3,starter,basic
user_0006890,acct_00586,intv_0003052,0,1,1.0,2,13.0,71.0,1,411.0,1.0,13,3,starter,basic
user_0006896,acct_00587,intv_0003053,0,1,0.0,1,7.0,35.0,0,203.0,1.0,7,1,starter,basic
user_0006897,acct_00587,intv_0003054,1,1,0.0,4,27.0,1561.0,0,5956.0,1.1111111111111112,27,3,starter,basic
user_0006899,acct_00587,intv_0003055,1,1,0.0,1,10.0,59.0,5,339.0,1.0,10,3,starter,basic
user_0006901,acct_00587,intv_0003056,0,1,0.0,2,9.0,45.0,3,284.0,1.1111111111111112,9,1,starter,basic
user_0006904,acct_00587,intv_0003057,0,1,0.0,3,10.0,61.0,3,319.0,1.0,10,3,starter,basic
user_0006905,acct_00587,intv_0003058,0,1,0.0,1,10.0,41.0,3,230.0,1.1,10,2,starter,basic
user_0006906,acct_00587,intv_0003059,1,1,0.0,2,8.0,45.0,3,262.0,1.0,8,3,starter,basic
user_0006907,acct_00587,intv_0003060,0,1,1.0,7,27.0,1620.0,0,6762.0,1.1111111111111112,27,1,starter,basic
user_0006908,acct_00587,intv_0003061,0,1,0.0,3,9.0,42.0,5,249.0,1.1111111111111112,9,1,starter,basic
user_0006911,acct_00587,intv_0003062,0,1,1.0,4,10.0,49.0,3,272.0,1.1,10,3,starter,basic
user_0006917,acct_00587,intv_0003063,1,1,1.0,7,27.0,1619.0,0,6047.0,1.0740740740740742,27,1,starter,power_user
user_0006919,acct_00587,intv_0003064,1,1,0.0,5,28.0,1601.0,0,6525.0,1.1071428571428572,28,3,starter,admin
user_0006920,acct_00587,intv_0003065,1,0,,4,26.0,1629.0,0,6152.0,1.0,26,3,starter,basic
user_0006921,acct_00587,intv_0003066,0,1,0.0,3,8.0,33.0,5,224.0,1.125,8,2,starter,basic
user_0006922,acct_00588,intv_0003067,0,1,0.0,2,6.0,29.0,2,198.0,1.1666666666666667,6,2,starter,basic
user_0006924,acct_00588,intv_0003068,0,0,,5,9.0,37.0,0,239.0,1.0,9,2,starter,basic
user_0006929,acct_00588,intv_0003069,0,0,,3,11.0,70.0,4,384.0,1.1818181818181819,11,2,starter,basic
user_0006930,acct_00588,intv_0003070,0,1,0.0,3,9.0,46.0,4,266.0,1.0,9,1,starter,basic
user_0006931,acct_00588,intv_0003071,1,1,0.0,1,12.0,64.0,5,390.0,1.0,12,3,starter,basic
user_0006938,acct_00589,intv_0003072,1,1,1.0,3,14.0,64.0,1,404.0,1.1428571428571428,14,2,starter,basic
user_0006940,acct_00589,intv_0003073,1,1,0.0,3,10.0,46.0,1,268.0,1.0,10,3,starter,basic
user_0006942,acct_00589,intv_0003074,0,1,0.0,3,8.0,37.0,1,225.0,1.0,8,2,starter,basic
user_0006943,acct_00589,intv_0003075,1,1,0.0,4,12.0,54.0,5,326.0,1.0833333333333333,12,1,starter,basic
user_0006945,acct_00589,intv_0003076,0,1,1.0,5,28.0,1679.0,0,6876.0,1.0714285714285714,28,3,starter,power_user
user_0006946,acct_00589,intv_0003077,0,1,0.0,2,7.0,36.0,5,211.0,1.0,7,2,starter,basic
user_0006947,acct_00589,intv_0003078,1,1,0.0,7,26.0,1548.0,0,6074.0,1.0769230769230769,26,1,starter,power_user
user_0006948,acct_00589,intv_0003079,1,1,0.0,2,10.0,44.0,3,258.0,1.1,10,2,starter,basic
user_0006951,acct_00590,intv_0003080,1,0,,4,25.0,1537.0,0,5963.0,1.08,25,3,starter,power_user
user_0006953,acct_00590,intv_0003081,0,1,0.0,3,7.0,34.0,1,209.0,1.1428571428571428,7,2,starter,basic
user_0006958,acct_00591,intv_0003082,1,1,0.0,2,8.0,40.0,5,204.0,1.125,8,1,growth,basic
user_0006967,acct_00592,intv_0003083,0,1,0.0,2,9.0,44.0,3,249.0,1.0,9,3,starter,basic
user_0006969,acct_00592,intv_0003084,0,1,0.0,1,11.0,48.0,3,325.0,1.0909090909090908,11,1,starter,basic
user_0006971,acct_00592,intv_0003085,0,1,0.0,2,5.0,22.0,4,145.0,1.2,5,2,starter,basic
user_0006972,acct_00592,intv_0003086,0,1,0.0,2,8.0,31.0,4,178.0,1.125,8,3,starter,basic
user_0006974,acct_00592,intv_0003087,0,1,0.0,3,7.0,28.0,4,155.0,1.0,7,1,starter,basic
user_0006976,acct_00592,intv_0003088,1,0,,1,11.0,62.0,0,349.0,1.0,11,3,starter,basic
user_0006978,acct_00592,intv_0003089,1,1,0.0,3,13.0,79.0,4,476.0,1.0769230769230769,13,1,starter,basic
user_0006980,acct_00592,intv_0003090,0,1,0.0,4,9.0,49.0,0,298.0,1.1111111111111112,9,2,starter,basic
user_0006982,acct_00592,intv_0003091,0,1,0.0,3,10.0,40.0,5,242.0,1.0,10,1,starter,basic
user_0006988,acct_00592,intv_0003092,0,1,0.0,3,6.0,30.0,5,163.0,1.1666666666666667,6,1,starter,basic
user_0006993,acct_00593,intv_0003093,1,1,0.0,2,7.0,40.0,4,231.0,1.1428571428571428,7,2,starter,basic
user_0006995,acct_00593,intv_0003094,0,1,0.0,2,11.0,50.0,4,304.0,1.0,11,1,starter,basic
user_0006997,acct_00593,intv_0003095,0,1,0.0,3,10.0,46.0,1,290.0,1.0,10,3,starter,basic
user_0006999,acct_00593,intv_0003096,0,1,0.0,2,12.0,49.0,3,275.0,1.0833333333333333,12,1,starter,basic
user_0007003,acct_00593,intv_0003097,0,1,1.0,2,7.0,39.0,1,203.0,1.0,7,2,starter,basic
user_0007004,acct_00593,intv_0003098,0,1,0.0,3,15.0,86.0,4,494.0,1.0666666666666667,15,2,starter,basic
user_0007005,acct_00593,intv_0003099,0,1,0.0,6,27.0,1677.0,0,6089.0,1.1481481481481481,27,2,starter,power_user
user_0007009,acct_00593,intv_0003100,0,1,0.0,2,8.0,49.0,1,291.0,1.0,8,3,starter,basic
user_0007011,acct_00594,intv_0003101,0,0,,3,12.0,74.0,5,439.0,1.0,12,2,enterprise,basic
user_0007013,acct_00594,intv_0003102,1,1,0.0,5,26.0,1549.0,0,6428.0,1.0769230769230769,26,3,enterprise,admin
user_0007016,acct_00594,intv_0003103,0,1,0.0,2,6.0,30.0,3,178.0,1.0,6,3,enterprise,basic
user_0007020,acct_00594,intv_0003104,1,1,0.0,3,9.0,47.0,0,292.0,1.0,9,1,enterprise,basic
user_0007021,acct_00594,intv_0003105,0,1,0.0,4,10.0,45.0,2,297.0,1.0,10,2,enterprise,basic
user_0007030,acct_00595,intv_0003106,0,1,0.0,4,9.0,38.0,0,218.0,1.1111111111111112,9,1,starter,basic
user_0007031,acct_00595,intv_0003107,1,0,,6,27.0,1639.0,0,6914.0,1.1111111111111112,27,2,starter,power_user
user_0007032,acct_00595,intv_0003108,1,1,1.0,2,9.0,46.0,2,279.0,1.0,9,2,starter,basic
user_0007033,acct_00595,intv_0003109,0,1,0.0,1,10.0,56.0,4,319.0,1.0,10,2,starter,basic
user_0007038,acct_00596,intv_0003110,0,1,0.0,3,10.0,40.0,2,255.0,1.0,10,1,growth,basic
user_0007040,acct_00596,intv_0003111,1,1,0.0,3,11.0,49.0,6,304.0,1.1818181818181819,11,2,growth,basic
user_0007041,acct_00596,intv_0003112,1,1,1.0,2,10.0,60.0,0,356.0,1.0,10,2,growth,basic
user_0007043,acct_00596,intv_0003113,1,1,0.0,6,28.0,1690.0,0,6498.0,1.1071428571428572,28,2,growth,basic
user_0007044,acct_00596,intv_0003114,0,1,0.0,4,11.0,54.0,2,310.0,1.1818181818181819,11,2,growth,basic
user_0007046,acct_00596,intv_0003115,0,1,0.0,3,9.0,57.0,1,323.0,1.1111111111111112,9,1,growth,basic
user_0007047,acct_00596,intv_0003116,0,1,0.0,6,28.0,1790.0,0,7292.82,1.0357142857142858,28,2,growth,power_user
user_0007048,acct_00596,intv_0003117,0,1,0.0,7,30.0,1743.0,0,6632.0,1.0666666666666667,30,1,growth,basic
user_0007049,acct_00596,intv_0003118,1,1,0.0,1,12.0,62.0,2,371.0,1.0,12,2,growth,basic
user_0007050,acct_00597,intv_0003119,0,1,0.0,7,29.0,1771.0,0,6899.0,1.0344827586206897,29,1,starter,power_user
user_0007060,acct_00597,intv_0003120,0,1,0.0,3,14.0,67.0,3,397.0,1.0,14,3,starter,basic
user_0007062,acct_00598,intv_0003121,1,1,0.0,2,6.0,34.0,0,217.0,1.1666666666666667,6,2,starter,basic
user_0007063,acct_00598,intv_0003122,0,1,0.0,4,12.0,57.0,1,340.0,1.0833333333333333,12,3,starter,basic
user_0007066,acct_00598,intv_0003123,0,1,0.0,2,9.0,47.0,4,276.0,1.1111111111111112,9,3,starter,basic
user_0007069,acct_00598,intv_0003124,0,1,0.0,3,5.0,24.0,4,135.0,1.0,5,2,starter,basic
user_0007071,acct_00598,intv_0003125,0,1,0.0,2,6.0,34.0,1,192.0,1.1666666666666667,6,3,starter,basic
user_0007072,acct_00598,intv_0003126,0,1,0.0,6,29.0,1587.0,0,6507.0,1.0689655172413792,29,1,starter,basic
user_0007073,acct_00598,intv_0003127,0,1,1.0,2,10.0,44.0,1,252.0,1.0,10,1,starter,basic
user_0007078,acct_00598,intv_0003128,0,1,0.0,3,7.0,32.0,1,186.0,1.1428571428571428,7,1,starter,basic
user_0007080,acct_00598,intv_0003129,0,1,0.0,2,11.0,39.0,3,237.0,1.0909090909090908,11,2,starter,basic
user_0007082,acct_00598,intv_0003130,0,1,1.0,2,7.0,25.0,1,144.0,1.1428571428571428,7,2,starter,basic
user_0007084,acct_00598,intv_0003131,0,1,0.0,2,6.0,38.0,3,236.0,1.0,6,3,starter,basic
user_0007086,acct_00598,intv_0003132,0,0,,2,10.0,44.0,3,280.0,1.1,10,2,starter,basic
user_0007087,acct_00598,intv_0003133,1,1,0.0,2,7.0,28.0,1,171.0,1.0,7,2,starter,basic
user_0007088,acct_00598,intv_0003134,1,1,0.0,3,15.0,82.0,3,476.0,1.0666666666666667,15,2,starter,basic
user_0007090,acct_00598,intv_0003135,0,1,0.0,3,16.0,84.0,0,433.0,1.125,16,1,starter,basic
user_0007092,acct_00598,intv_0003136,0,1,1.0,5,26.0,1570.0,0,5742.0,1.0384615384615385,26,3,starter,basic
user_0007093,acct_00598,intv_0003137,1,1,0.0,3,11.0,53.0,0,298.0,1.0909090909090908,11,2,starter,basic
user_0007095,acct_00598,intv_0003138,1,1,0.0,6,27.0,1608.0,0,6656.0,1.0740740740740742,27,2,starter,basic
user_0007096,acct_00598,intv_0003139,0,1,1.0,3,12.0,57.0,5,350.0,1.0833333333333333,12,3,starter,basic
user_0007097,acct_00598,intv_0003140,0,1,0.0,3,11.0,52.0,4,293.0,1.0909090909090908,11,1,starter,basic
user_0007099,acct_00598,intv_0003141,0,1,0.0,3,10.0,46.0,4,266.0,1.1,10,1,starter,basic
user_0007101,acct_00598,intv_0003142,1,1,0.0,2,12.0,70.0,10,369.0,1.0833333333333333,12,1,starter,basic
user_0007103,acct_00598,intv_0003143,0,1,0.0,2,12.0,70.0,6,418.0,1.1666666666666667,12,3,starter,basic
user_0007108,acct_00598,intv_0003144,0,1,0.0,2,8.0,37.0,2,227.0,1.0,8,1,starter,basic
user_0007110,acct_00598,intv_0003145,1,1,0.0,1,8.0,42.0,2,249.0,1.125,8,2,starter,basic
user_0007113,acct_00598,intv_0003146,0,1,1.0,5,27.0,1669.0,0,6886.0,1.037037037037037,27,3,starter,basic
user_0007114,acct_00598,intv_0003147,0,1,0.0,2,8.0,38.0,1,232.0,1.125,8,2,starter,basic
user_0007117,acct_00598,intv_0003148,1,1,0.0,3,10.0,52.0,4,280.0,1.1,10,1,starter,basic
user_0007119,acct_00598,intv_0003149,0,1,1.0,2,9.0,54.0,6,319.0,1.0,9,2,starter,basic
user_0007122,acct_00598,intv_0003150,0,1,0.0,3,11.0,59.0,4,354.0,1.1818181818181819,11,1,starter,basic
user_0007124,acct_00598,intv_0003151,1,1,1.0,2,8.0,41.0,3,254.0,1.125,8,3,starter,basic
user_0007125,acct_00598,intv_0003152,1,1,0.0,2,7.0,38.0,0,237.0,1.0,7,1,starter,basic
user_0007128,acct_00598,intv_0003153,1,1,1.0,3,7.0,36.0,3,225.0,1.0,7,3,starter,basic
user_0007129,acct_00598,intv_0003154,0,0,,2,6.0,36.0,2,198.0,1.1666666666666667,6,2,starter,basic
user_0007131,acct_00598,intv_0003155,1,1,0.0,2,11.0,52.0,5,324.0,1.1818181818181819,11,2,starter,basic
user_0007133,acct_00598,intv_0003156,0,1,1.0,6,29.0,1694.0,0,7094.0,1.0689655172413792,29,2,starter,basic
user_0007134,acct_00598,intv_0003157,0,1,0.0,3,6.0,27.0,0,159.0,1.0,6,2,starter,basic
user_0007139,acct_00598,intv_0003158,0,1,0.0,2,9.0,35.0,7,200.0,1.0,9,2,starter,basic
user_0007140,acct_00598,intv_0003159,0,1,0.0,3,11.0,63.0,2,354.0,1.0,11,2,starter,basic
user_0007143,acct_00598,intv_0003160,0,1,0.0,3,10.0,56.0,2,327.0,1.2,10,2,starter,basic
user_0007144,acct_00599,intv_0003161,0,1,0.0,3,10.0,62.0,0,372.0,1.1,10,2,starter,basic
user_0007147,acct_00599,intv_0003162,0,1,0.0,3,8.0,43.0,2,235.0,1.0,8,1,starter,basic
user_0007148,acct_00599,intv_0003163,0,1,0.0,2,10.0,52.0,5,299.0,1.0,10,2,starter,basic
user_0007149,acct_00599,intv_0003164,0,1,0.0,2,12.0,62.0,3,371.0,1.0833333333333333,12,3,starter,basic
user_0007153,acct_00599,intv_0003165,0,1,0.0,3,7.0,32.0,0,183.0,1.1428571428571428,7,2,starter,basic
user_0007155,acct_00600,intv_0003166,0,0,,1,8.0,43.0,1,253.0,1.0,8,3,starter,basic
user_0007159,acct_00600,intv_0003167,0,1,0.0,3,11.0,72.0,3,410.0,1.0,11,3,starter,basic
user_0007161,acct_00600,intv_0003168,0,1,0.0,2,10.0,50.0,4,307.0,1.0,10,3,starter,basic
user_0007163,acct_00600,intv_0003169,0,1,0.0,3,11.0,53.0,1,343.0,1.0909090909090908,11,1,starter,basic
user_0007164,acct_00600,intv_0003170,0,1,1.0,2,10.0,54.0,3,300.0,1.2,10,2,starter,basic
user_0007166,acct_00600,intv_0003171,1,1,0.0,2,9.0,35.0,4,196.0,1.1111111111111112,9,1,starter,basic
user_0007168,acct_00600,intv_0003172,0,1,0.0,2,9.0,45.0,4,268.0,1.2222222222222223,9,3,starter,basic
user_0007169,acct_00600,intv_0003173,1,1,1.0,5,27.0,1578.0,0,6326.0,1.1111111111111112,27,3,starter,basic
user_0007171,acct_00600,intv_0003174,0,1,0.0,2,8.0,32.0,1,216.0,1.0,8,3,starter,basic
user_0007172,acct_00600,intv_0003175,0,1,0.0,2,9.0,35.0,0,215.0,1.1111111111111112,9,1,starter,basic
user_0007173,acct_00600,intv_0003176,0,1,0.0,2,7.0,28.0,1,153.0,1.1428571428571428,7,3,starter,basic
user_0007174,acct_00600,intv_0003177,0,1,0.0,3,11.0,50.0,1,292.0,1.0909090909090908,11,3,starter,basic
user_0007178,acct_00600,intv_0003178,0,1,0.0,4,7.0,38.0,3,251.0,1.0,7,2,starter,basic
user_0007179,acct_00600,intv_0003179,1,1,1.0,3,6.0,39.0,5,229.0,1.0,6,3,starter,basic
user_0007180,acct_00600,intv_0003180,0,1,0.0,1,6.0,30.0,4,159.0,1.0,6,2,starter,basic
user_0007184,acct_00600,intv_0003181,0,1,0.0,4,10.0,54.0,4,295.0,1.0,10,2,starter,basic
user_0007188,acct_00600,intv_0003182,1,1,1.0,2,8.0,35.0,2,183.0,1.0,8,2,starter,basic
user_0007191,acct_00600,intv_0003183,0,1,0.0,3,10.0,61.0,4,336.0,1.1,10,2,starter,basic
user_0007194,acct_00601,intv_0003184,0,1,0.0,2,9.0,39.0,1,256.0,1.1111111111111112,9,2,starter,basic
user_0007196,acct_00602,intv_0003185,0,1,0.0,2,11.0,62.0,0,350.0,1.0,11,1,starter,basic
user_0007197,acct_00602,intv_0003186,0,1,0.0,3,6.0,28.0,3,174.0,1.0,6,3,starter,basic
user_0007198,acct_00602,intv_0003187,0,1,0.0,2,7.0,41.0,0,224.0,1.0,7,2,starter,basic
user_0007206,acct_00604,intv_0003188,0,1,0.0,3,10.0,64.0,3,351.0,1.1,10,2,starter,basic
user_0007211,acct_00604,intv_0003189,0,1,0.0,4,10.0,43.0,1,269.0,1.0,10,2,starter,basic
user_0007214,acct_00604,intv_0003190,0,1,1.0,1,9.0,50.0,4,295.0,1.1111111111111112,9,3,starter,basic
user_0007222,acct_00605,intv_0003191,0,1,1.0,4,27.0,1613.0,0,6245.0,1.037037037037037,27,2,starter,power_user
user_0007223,acct_00605,intv_0003192,0,1,0.0,1,6.0,41.0,0,230.0,1.0,6,1,starter,basic
user_0007224,acct_00606,intv_0003193,1,0,,1,8.0,37.0,3,189.0,1.125,8,2,starter,basic
user_0007228,acct_00606,intv_0003194,0,1,1.0,2,7.0,39.0,1,240.0,1.0,7,3,starter,basic
user_0007230,acct_00606,intv_0003195,0,1,0.0,2,6.0,27.0,1,130.0,1.0,6,3,starter,basic
user_0007232,acct_00606,intv_0003196,0,1,0.0,1,6.0,27.0,2,187.0,1.1666666666666667,6,3,starter,basic
user_0007237,acct_00607,intv_0003197,0,1,0.0,2,8.0,40.0,2,226.0,1.125,8,2,starter,basic
user_0007241,acct_00607,intv_0003198,0,1,0.0,2,6.0,34.0,1,190.0,1.0,6,2,starter,basic
user_0007245,acct_00608,intv_0003199,0,1,0.0,5,11.0,52.0,2,310.0,1.1818181818181819,11,1,starter,basic
user_0007247,acct_00608,intv_0003200,0,1,0.0,2,9.0,54.0,1,318.0,1.0,9,2,starter,basic
user_0007248,acct_00608,intv_0003201,0,1,0.0,2,8.0,40.0,0,209.0,1.0,8,2,starter,basic
user_0007249,acct_00608,intv_0003202,0,1,0.0,3,11.0,60.0,4,345.0,1.0909090909090908,11,1,starter,basic
user_0007252,acct_00609,intv_0003203,0,1,0.0,5,26.0,1653.0,0,6375.0,1.1153846153846154,26,3,growth,basic
user_0007253,acct_00609,intv_0003204,0,0,,2,10.0,59.0,2,346.0,1.2,10,1,growth,basic
user_0007255,acct_00610,intv_0003205,0,1,0.0,1,7.0,35.0,0,215.0,1.0,7,2,starter,basic
user_0007256,acct_00610,intv_0003206,1,1,1.0,4,24.0,1453.0,0,5463.0,1.0416666666666667,24,3,starter,power_user
user_0007257,acct_00610,intv_0003207,1,1,0.0,6,29.0,1737.0,0,6761.0,1.0689655172413792,29,2,starter,basic
user_0007258,acct_00610,intv_0003208,0,1,0.0,2,6.0,30.0,2,172.0,1.0,6,2,starter,basic
user_0007259,acct_00610,intv_0003209,0,1,0.0,5,11.0,63.0,1,418.0,1.0909090909090908,11,1,starter,basic
user_0007260,acct_00610,intv_0003210,0,1,0.0,3,7.0,47.0,3,272.0,1.1428571428571428,7,1,starter,basic
user_0007261,acct_00610,intv_0003211,0,1,0.0,2,10.0,46.0,0,253.0,1.0,10,3,starter,basic
user_0007265,acct_00610,intv_0003212,0,1,0.0,4,14.0,69.0,1,441.0,1.1428571428571428,14,3,starter,basic
user_0007266,acct_00610,intv_0003213,0,1,0.0,3,11.0,42.0,2,260.0,1.0909090909090908,11,3,starter,basic
user_0007268,acct_00610,intv_0003214,0,1,0.0,6,29.0,1722.0,0,6714.0,1.103448275862069,29,2,starter,basic
user_0007269,acct_00610,intv_0003215,1,1,0.0,7,28.0,1667.0,0,7112.0,1.0357142857142858,28,1,starter,basic
user_0007270,acct_00610,intv_0003216,0,1,0.0,4,11.0,54.0,8,313.0,1.0,11,3,starter,basic
user_0007272,acct_00610,intv_0003217,0,1,0.0,2,11.0,59.0,0,359.0,1.0909090909090908,11,3,starter,basic
user_0007276,acct_00610,intv_0003218,0,1,0.0,3,12.0,67.0,1,383.0,1.0833333333333333,12,1,starter,basic
user_0007279,acct_00610,intv_0003219,0,1,0.0,2,12.0,63.0,2,354.0,1.0,12,2,starter,basic
user_0007281,acct_00610,intv_0003220,1,1,1.0,2,11.0,51.0,2,303.0,1.0,11,3,starter,basic
user_0007283,acct_00610,intv_0003221,0,0,,2,11.0,55.0,1,332.0,1.0909090909090908,11,3,starter,basic
user_0007285,acct_00610,intv_0003222,1,1,1.0,3,9.0,41.0,3,253.0,1.1111111111111112,9,1,starter,basic
user_0007286,acct_00610,intv_0003223,0,1,0.0,2,6.0,28.0,0,166.0,1.0,6,2,starter,basic
user_0007289,acct_00611,intv_0003224,0,1,0.0,1,7.0,27.0,1,178.0,1.1428571428571428,7,3,growth,basic
user_0007292,acct_00611,intv_0003225,0,1,0.0,2,10.0,57.0,2,337.0,1.1,10,2,growth,basic
user_0007294,acct_00611,intv_0003226,0,1,0.0,3,8.0,40.0,0,247.0,1.125,8,1,growth,basic
user_0007298,acct_00611,intv_0003227,0,1,0.0,2,8.0,33.0,2,199.0,1.125,8,3,growth,basic
user_0007299,acct_00611,intv_0003228,1,1,0.0,6,26.0,1532.0,0,5866.0,1.0384615384615385,26,2,growth,basic
user_0007302,acct_00611,intv_0003229,0,1,0.0,5,27.0,1661.0,0,6434.0,1.1481481481481481,27,3,growth,admin
user_0007303,acct_00611,intv_0003230,0,1,1.0,4,26.0,1469.0,0,5768.0,1.1153846153846154,26,3,growth,basic
user_0007305,acct_00612,intv_0003231,1,1,0.0,3,11.0,51.0,3,294.0,1.1818181818181819,11,1,growth,basic
user_0007307,acct_00612,intv_0003232,0,1,0.0,4,9.0,49.0,1,300.0,1.0,9,2,growth,basic
user_0007308,acct_00612,intv_0003233,0,0,,4,12.0,68.0,0,397.0,1.0833333333333333,12,2,growth,basic
user_0007312,acct_00612,intv_0003234,0,1,0.0,3,9.0,44.0,9,266.0,1.0,9,2,growth,basic
user_0007313,acct_00612,intv_0003235,1,1,0.0,4,11.0,60.0,5,383.0,1.0909090909090908,11,2,growth,basic
user_0007325,acct_00614,intv_0003236,1,1,0.0,4,11.0,50.0,3,335.0,1.0909090909090908,11,1,enterprise,basic
user_0007326,acct_00614,intv_0003237,1,1,1.0,5,27.0,1626.0,0,6639.0,1.0740740740740742,27,3,enterprise,power_user
user_0007330,acct_00615,intv_0003238,1,1,0.0,5,11.0,46.0,4,281.0,1.0909090909090908,11,2,enterprise,basic
user_0007331,acct_00615,intv_0003239,0,1,0.0,5,27.0,1462.0,0,5737.0,1.1481481481481481,27,3,enterprise,basic
user_0007332,acct_00615,intv_0003240,0,1,0.0,3,10.0,54.0,5,339.0,1.0,10,2,enterprise,basic
user_0007334,acct_00615,intv_0003241,1,1,0.0,2,8.0,68.0,4,407.0,1.0,8,2,enterprise,basic
user_0007335,acct_00615,intv_0003242,1,1,0.0,3,10.0,45.0,1,246.0,1.1,10,3,enterprise,basic
user_0007338,acct_00615,intv_0003243,1,1,0.0,7,30.0,1763.0,0,6669.0,1.0666666666666667,30,1,enterprise,basic
user_0007339,acct_00615,intv_0003244,0,1,0.0,3,11.0,60.0,3,321.0,1.0,11,3,enterprise,basic
user_0007342,acct_00615,intv_0003245,0,1,1.0,6,29.0,1720.0,0,6689.0,1.0689655172413792,29,2,enterprise,basic
user_0007343,acct_00615,intv_0003246,1,1,1.0,2,10.0,50.0,0,287.0,1.1,10,3,enterprise,basic
user_0007344,acct_00615,intv_0003247,1,1,0.0,3,7.0,31.0,2,193.0,1.1428571428571428,7,2,enterprise,basic
user_0007349,acct_00616,intv_0003248,0,1,0.0,3,10.0,60.0,3,365.0,1.1,10,1,starter,basic
user_0007351,acct_00616,intv_0003249,0,1,1.0,2,9.0,43.0,3,230.0,1.0,9,1,starter,basic
user_0007354,acct_00617,intv_0003250,0,1,0.0,5,12.0,64.0,1,368.0,1.0833333333333333,12,1,starter,basic
user_0007357,acct_00617,intv_0003251,1,1,1.0,4,10.0,50.0,2,294.0,1.1,10,1,starter,basic
user_0007359,acct_00617,intv_0003252,0,1,0.0,3,9.0,44.0,1,265.0,1.0,9,1,starter,basic
user_0007365,acct_00618,intv_0003253,0,1,0.0,2,9.0,53.0,1,299.0,1.0,9,1,growth,basic
user_0007366,acct_00618,intv_0003254,0,1,0.0,5,8.0,38.0,2,234.0,1.125,8,1,growth,basic
user_0007367,acct_00618,intv_0003255,1,1,1.0,3,10.0,47.0,2,265.0,1.1,10,2,growth,basic
user_0007375,acct_00618,intv_0003256,0,1,0.0,2,7.0,39.0,1,230.0,1.1428571428571428,7,1,growth,basic
user_0007376,acct_00618,intv_0003257,0,1,0.0,1,7.0,41.0,0,217.0,1.0,7,2,growth,basic
user_0007378,acct_00618,intv_0003258,1,1,0.0,4,10.0,45.0,6,276.0,1.2,10,1,growth,basic
user_0007379,acct_00618,intv_0003259,0,1,0.0,2,7.0,38.0,1,224.0,1.1428571428571428,7,2,growth,basic
user_0007380,acct_00618,intv_0003260,0,1,0.0,3,8.0,32.0,3,206.0,1.125,8,2,growth,basic
user_0007385,acct_00619,intv_0003261,0,1,0.0,3,8.0,41.0,1,219.0,1.125,8,1,growth,basic
user_0007388,acct_00619,intv_0003262,1,1,1.0,3,6.0,36.0,1,203.0,1.1666666666666667,6,1,growth,basic
user_0007390,acct_00619,intv_0003263,0,1,0.0,5,16.0,86.0,6,484.0,1.0,16,2,growth,basic
user_0007392,acct_00619,intv_0003264,1,1,0.0,1,7.0,40.0,4,232.0,1.1428571428571428,7,3,growth,basic
user_0007393,acct_00619,intv_0003265,1,1,1.0,2,7.0,33.0,1,202.0,1.0,7,3,growth,basic
